"Sample    : mn_34675_8p",
"48",
"61",
"52",
"45",
"56",
"40",
"52",
"19",
"41",
"11",
"23",
"19",
"20",
"13",
"11",
"11",
"15",
"12",
"13",
"8",
"11",
"7",
"9",
"7",
"16",
"11",
"16",
"11",
"10",
"11",
"15",
"13",
"17",
"6",
"9",
"15",
"16",
"10",
"19",
"14",
"10",
"13",
"8",
"12",
"11",
"16",
"8",
"12",
"11",
"13",
"15",
"11",
"5",
"15",
"9",
"13",
"13",
"14",
"16",
"13",
"9",
"7",
"10",
"15",
"12",
"14",
"18",
"11",
"15",
"16",
"18",
"7",
"12",
"8",
"13",
"13",
"13",
"12",
"5",
"17",
"11",
"17",
"16",
"14",
"20",
"7",
"13",
"10",
"17",
"17",
"13",
"25",
"9",
"16",
"11",
"11",
"10",
"16",
"14",
"14",
"15",
"14",
"13",
"8",
"14",
"8",
"14",
"9",
"12",
"14",
"12",
"15",
"15",
"13",
"14",
"19",
"10",
"19",
"13",
"11",
"17",
"13",
"15",
"13",
"16",
"18",
"15",
"14",
"12",
"20",
"11",
"18",
"18",
"10",
"12",
"17",
"19",
"18",
"12",
"10",
"11",
"17",
"16",
"14",
"15",
"21",
"8",
"20",
"23",
"16",
"24",
"18",
"18",
"26",
"27",
"36",
"50",
"50",
"77",
"91",
"133",
"153",
"223",
"251",
"340",
"339",
"412",
"460",
"554",
"595",
"602",
"554",
"571",
"512",
"478",
"411",
"381",
"290",
"253",
"188",
"133",
"90",
"90",
"61",
"53",
"49",
"35",
"51",
"27",
"28",
"44",
"37",
"36",
"30",
"55",
"48",
"64",
"69",
"76",
"77",
"99",
"85",
"93",
"104",
"117",
"108",
"115",
"107",
"132",
"109",
"146",
"138",
"162",
"165",
"176",
"161",
"177",
"170",
"164",
"138",
"136",
"133",
"102",
"98",
"81",
"76",
"64",
"60",
"39",
"47",
"32",
"26",
"30",
"39",
"39",
"32",
"39",
"38",
"37",
"38",
"47",
"38",
"45",
"46",
"37",
"36",
"43",
"39",
"47",
"58",
"56",
"39",
"51",
"40",
"48",
"34",
"54",
"42",
"55",
"57",
"46",
"32",
"55",
"53",
"50",
"61",
"45",
"45",
"48",
"53",
"48",
"66",
"61",
"62",
"59",
"64",
"59",
"61",
"48",
"60",
"58",
"45",
"56",
"40",
"54",
"58",
"44",
"47",
"52",
"57",
"39",
"56",
"44",
"47",
"51",
"57",
"47",
"50",
"48",
"66",
"44",
"56",
"56",
"65",
"57",
"40",
"54",
"38",
"52",
"50",
"60",
"63",
"53",
"53",
"63",
"56",
"47",
"61",
"69",
"60",
"55",
"54",
"60",
"47",
"57",
"50",
"63",
"58",
"50",
"66",
"76",
"73",
"66",
"56",
"54",
"74",
"73",
"56",
"77",
"60",
"53",
"68",
"68",
"75",
"76",
"72",
"77",
"90",
"70",
"80",
"98",
"70",
"92",
"92",
"105",
"88",
"103",
"106",
"102",
"115",
"121",
"142",
"120",
"136",
"150",
"153",
"153",
"162",
"212",
"252",
"240",
"372",
"437",
"601",
"844",
"1076",
"1614",
"2266",
"3136",
"4223",
"5933",
"7431",
"9827",
"11837",
"15249",
"17300",
"21063",
"23683",
"27148",
"27788",
"31471",
"30462",
"31977",
"29859",
"29993",
"27531",
"25805",
"22113",
"19760",
"16576",
"14326",
"10976",
"8999",
"6837",
"5279",
"3712",
"2704",
"1977",
"1370",
"871",
"663",
"451",
"306",
"212",
"211",
"169",
"141",
"108",
"133",
"118",
"140",
"126",
"136",
"126",
"143",
"137",
"141",
"133",
"148",
"144",
"184",
"208",
"232",
"289",
"315",
"382",
"480",
"534",
"775",
"900",
"1141",
"1285",
"1708",
"1925",
"2323",
"2488",
"3056",
"3300",
"3639",
"3656",
"4038",
"3961",
"4094",
"3633",
"3735",
"3355",
"3150",
"2800",
"2507",
"2044",
"1844",
"1453",
"1186",
"968",
"809",
"544",
"421",
"334",
"293",
"188",
"143",
"112",
"93",
"79",
"69",
"60",
"53",
"43",
"59",
"56",
"54",
"45",
"39",
"48",
"43",
"46",
"50",
"55",
"41",
"39",
"43",
"39",
"41",
"42",
"47",
"58",
"53",
"30",
"51",
"55",
"55",
"43",
"49",
"54",
"57",
"47",
"50",
"51",
"61",
"53",
"42",
"48",
"42",
"50",
"59",
"49",
"56",
"51",
"50",
"46",
"48",
"51",
"58",
"36",
"48",
"45",
"48",
"48",
"57",
"43",
"35",
"42",
"48",
"42",
"52",
"56",
"52",
"56",
"40",
"49",
"59",
"55",
"58",
"46",
"60",
"59",
"60",
"49",
"61",
"53",
"42",
"45",
"55",
"49",
"53",
"56",
"47",
"46",
"45",
"53",
"55",
"47",
"35",
"42",
"47",
"59",
"63",
"57",
"50",
"42",
"51",
"43",
"47",
"58",
"55",
"54",
"62",
"50",
"68",
"62",
"57",
"56",
"65",
"56",
"53",
"53",
"55",
"58",
"63",
"47",
"74",
"63",
"60",
"79",
"57",
"69",
"61",
"74",
"77",
"75",
"92",
"92",
"78",
"72",
"77",
"77",
"70",
"87",
"78",
"83",
"73",
"82",
"68",
"83",
"68",
"70",
"65",
"57",
"67",
"66",
"71",
"42",
"55",
"59",
"41",
"56",
"48",
"66",
"44",
"45",
"49",
"46",
"61",
"39",
"55",
"57",
"52",
"56",
"53",
"54",
"44",
"52",
"40",
"37",
"55",
"44",
"59",
"41",
"59",
"47",
"44",
"60",
"66",
"52",
"61",
"66",
"53",
"68",
"80",
"76",
"66",
"70",
"56",
"75",
"99",
"77",
"87",
"80",
"89",
"86",
"102",
"84",
"84",
"68",
"76",
"70",
"75",
"65",
"71",
"64",
"56",
"49",
"54",
"61",
"64",
"47",
"55",
"47",
"75",
"65",
"46",
"46",
"54",
"56",
"53",
"59",
"57",
"60",
"60",
"55",
"56",
"61",
"63",
"57",
"57",
"47",
"64",
"39",
"57",
"51",
"51",
"45",
"48",
"45",
"48",
"49",
"60",
"38",
"67",
"56",
"62",
"50",
"54",
"50",
"49",
"59",
"57",
"61",
"54",
"59",
"62",
"53",
"62",
"49",
"43",
"56",
"57",
"50",
"42",
"58",
"43",
"54",
"49",
"67",
"77",
"53",
"55",
"59",
"64",
"52",
"58",
"37",
"57",
"47",
"63",
"54",
"50",
"56",
"61",
"55",
"55",
"54",
"57",
"56",
"68",
"57",
"54",
"60",
"53",
"58",
"50",
"50",
"58",
"43",
"57",
"45",
"50",
"53",
"50",
"44",
"63",
"59",
"47",
"48",
"53",
"51",
"51",
"58",
"60",
"50",
"36",
"59",
"47",
"61",
"42",
"52",
"52",
"42",
"59",
"62",
"43",
"53",
"57",
"50",
"57",
"57",
"59",
"55",
"59",
"43",
"57",
"31",
"39",
"50",
"44",
"59",
"56",
"62",
"48",
"54",
"58",
"66",
"46",
"57",
"54",
"43",
"48",
"49",
"54",
"54",
"50",
"60",
"44",
"45",
"51",
"52",
"59",
"58",
"52",
"58",
"40",
"52",
"57",
"50",
"48",
"43",
"54",
"59",
"46",
"55",
"41",
"45",
"48",
"52",
"44",
"35",
"61",
"47",
"50",
"57",
"39",
"60",
"55",
"47",
"41",
"64",
"44",
"62",
"50",
"39",
"46",
"47",
"52",
"45",
"33",
"63",
"58",
"49",
"43",
"55",
"51",
"43",
"51",
"55",
"55",
"37",
"61",
"44",
"54",
"54",
"44",
"47",
"44",
"46",
"48",
"44",
"53",
"45",
"49",
"48",
"55",
"41",
"43",
"47",
"42",
"64",
"42",
"39",
"52",
"52",
"45",
"51",
"62",
"42",
"41",
"34",
"51",
"34",
"54",
"55",
"55",
"38",
"62",
"41",
"58",
"40",
"52",
"52",
"46",
"50",
"48",
"46",
"45",
"37",
"51",
"48",
"51",
"55",
"48",
"45",
"43",
"39",
"38",
"48",
"53",
"54",
"50",
"54",
"39",
"57",
"48",
"43",
"48",
"42",
"44",
"41",
"59",
"40",
"45",
"42",
"39",
"51",
"59",
"51",
"47",
"55",
"46",
"37",
"53",
"46",
"54",
"62",
"75",
"67",
"53",
"66",
"54",
"75",
"65",
"70",
"83",
"88",
"92",
"108",
"87",
"80",
"78",
"91",
"92",
"78",
"86",
"74",
"80",
"73",
"64",
"55",
"79",
"54",
"60",
"50",
"62",
"54",
"60",
"46",
"42",
"45",
"50",
"53",
"54",
"40",
"45",
"45",
"54",
"57",
"42",
"48",
"49",
"47",
"35",
"39",
"47",
"41",
"53",
"53",
"42",
"43",
"43",
"41",
"25",
"52",
"47",
"61",
"42",
"52",
"43",
"44",
"59",
"48",
"55",
"49",
"54",
"58",
"54",
"66",
"51",
"49",
"51",
"60",
"41",
"53",
"56",
"63",
"50",
"48",
"52",
"55",
"44",
"55",
"37",
"48",
"43",
"47",
"58",
"36",
"49",
"38",
"39",
"48",
"35",
"43",
"44",
"46",
"54",
"42",
"46",
"35",
"39",
"48",
"46",
"47",
"42",
"39",
"42",
"49",
"49",
"39",
"41",
"38",
"38",
"44",
"52",
"44",
"52",
"45",
"52",
"49",
"51",
"33",
"43",
"41",
"44",
"34",
"39",
"39",
"34",
"39",
"37",
"37",
"43",
"37",
"50",
"33",
"38",
"47",
"44",
"34",
"46",
"42",
"40",
"41",
"64",
"32",
"33",
"38",
"49",
"39",
"37",
"39",
"43",
"43",
"44",
"34",
"36",
"42",
"43",
"51",
"37",
"39",
"51",
"37",
"51",
"41",
"36",
"32",
"46",
"41",
"42",
"43",
"51",
"35",
"35",
"47",
"31",
"50",
"48",
"46",
"37",
"37",
"46",
"33",
"43",
"40",
"27",
"38",
"38",
"41",
"43",
"38",
"34",
"35",
"44",
"43",
"43",
"46",
"41",
"44",
"35",
"50",
"30",
"42",
"32",
"26",
"34",
"39",
"48",
"44",
"31",
"45",
"41",
"30",
"36",
"34",
"40",
"34",
"29",
"39",
"37",
"28",
"32",
"23",
"39",
"40",
"39",
"38",
"40",
"31",
"33",
"43",
"52",
"44",
"35",
"44",
"33",
"46",
"35",
"44",
"38",
"34",
"35",
"34",
"53",
"25",
"37",
"34",
"35",
"34",
"46",
"28",
"39",
"39",
"43",
"34",
"37",
"38",
"43",
"39",
"39",
"36",
"52",
"30",
"37",
"37",
"25",
"39",
"35",
"29",
"43",
"44",
"49",
"44",
"33",
"41",
"40",
"45",
"39",
"46",
"46",
"38",
"32",
"34",
"29",
"42",
"25",
"31",
"36",
"32",
"42",
"41",
"44",
"25",
"42",
"46",
"36",
"36",
"28",
"41",
"35",
"31",
"44",
"37",
"44",
"42",
"22",
"35",
"30",
"31",
"27",
"35",
"34",
"26",
"32",
"31",
"46",
"31",
"28",
"37",
"41",
"36",
"29",
"35",
"37",
"35",
"29",
"34",
"33",
"33",
"32",
"29",
"31",
"30",
"23",
"41",
"29",
"37",
"32",
"34",
"32",
"33",
"24",
"40",
"36",
"31",
"42",
"40",
"33",
"40",
"27",
"33",
"33",
"31",
"24",
"34",
"37",
"28",
"32",
"36",
"36",
"29",
"44",
"30",
"35",
"38",
"44",
"29",
"30",
"43",
"31",
"35",
"29",
"31",
"33",
"39",
"46",
"31",
"38",
"33",
"32",
"28",
"41",
"24",
"39",
"29",
"28",
"42",
"29",
"39",
"36",
"30",
"25",
"34",
"29",
"36",
"45",
"31",
"34",
"26",
"30",
"25",
"31",
"37",
"27",
"39",
"35",
"36",
"42",
"35",
"43",
"33",
"38",
"27",
"28",
"38",
"41",
"22",
"32",
"38",
"37",
"28",
"31",
"41",
"37",
"32",
"30",
"35",
"23",
"24",
"36",
"28",
"25",
"37",
"27",
"29",
"28",
"19",
"36",
"42",
"37",
"29",
"41",
"41",
"37",
"28",
"27",
"24",
"27",
"30",
"31",
"31",
"28",
"30",
"32",
"30",
"42",
"29",
"28",
"40",
"37",
"31",
"32",
"42",
"40",
"33",
"35",
"35",
"25",
"29",
"30",
"40",
"23",
"24",
"27",
"39",
"23",
"22",
"30",
"29",
"31",
"36",
"31",
"36",
"37",
"21",
"33",
"31",
"26",
"26",
"38",
"32",
"24",
"31",
"37",
"37",
"26",
"22",
"40",
"35",
"33",
"37",
"37",
"29",
"32",
"35",
"30",
"28",
"42",
"30",
"32",
"34",
"41",
"31",
"31",
"35",
"36",
"30",
"27",
"30",
"36",
"27",
"39",
"25",
"45",
"29",
"30",
"31",
"30",
"31",
"29",
"32",
"32",
"29",
"45",
"40",
"36",
"31",
"32",
"25",
"30",
"34",
"31",
"27",
"26",
"27",
"35",
"31",
"28",
"25",
"22",
"22",
"32",
"36",
"32",
"30",
"31",
"33",
"30",
"28",
"27",
"20",
"32",
"27",
"30",
"32",
"29",
"32",
"36",
"37",
"29",
"42",
"33",
"29",
"36",
"31",
"28",
"26",
"17",
"29",
"31",
"30",
"29",
"30",
"32",
"19",
"39",
"25",
"30",
"25",
"24",
"30",
"29",
"24",
"37",
"28",
"44",
"16",
"24",
"35",
"28",
"27",
"24",
"26",
"29",
"31",
"40",
"38",
"25",
"31",
"26",
"30",
"25",
"34",
"34",
"39",
"26",
"27",
"34",
"37",
"31",
"25",
"26",
"35",
"30",
"21",
"32",
"36",
"34",
"25",
"25",
"27",
"26",
"25",
"35",
"32",
"43",
"35",
"31",
"29",
"31",
"30",
"41",
"34",
"36",
"34",
"29",
"36",
"20",
"29",
"45",
"32",
"33",
"36",
"28",
"36",
"34",
"24",
"32",
"27",
"24",
"18",
"39",
"31",
"30",
"45",
"29",
"30",
"39",
"37",
"40",
"46",
"45",
"27",
"45",
"46",
"33",
"37",
"33",
"46",
"45",
"46",
"48",
"42",
"58",
"34",
"50",
"49",
"42",
"48",
"44",
"44",
"39",
"45",
"48",
"62",
"41",
"55",
"56",
"50",
"60",
"74",
"55",
"60",
"53",
"58",
"83",
"69",
"82",
"81",
"76",
"80",
"67",
"77",
"87",
"102",
"92",
"103",
"98",
"95",
"123",
"124",
"107",
"132",
"119",
"122",
"126",
"144",
"124",
"147",
"154",
"172",
"159",
"138",
"186",
"178",
"170",
"179",
"176",
"193",
"177",
"174",
"187",
"228",
"206",
"187",
"187",
"198",
"207",
"201",
"197",
"195",
"202",
"187",
"189",
"235",
"209",
"217",
"199",
"213",
"202",
"180",
"204",
"176",
"186",
"163",
"163",
"153",
"173",
"137",
"141",
"154",
"152",
"143",
"148",
"147",
"136",
"112",
"113",
"106",
"121",
"104",
"107",
"103",
"77",
"96",
"96",
"91",
"94",
"68",
"67",
"66",
"79",
"60",
"68",
"76",
"69",
"55",
"68",
"55",
"55",
"48",
"37",
"49",
"46",
"48",
"41",
"54",
"46",
"55",
"47",
"45",
"45",
"55",
"40",
"49",
"54",
"47",
"41",
"49",
"60",
"57",
"53",
"62",
"80",
"69",
"56",
"73",
"75",
"67",
"74",
"80",
"88",
"85",
"80",
"94",
"84",
"129",
"97",
"103",
"109",
"95",
"112",
"86",
"103",
"112",
"100",
"94",
"76",
"87",
"91",
"97",
"79",
"74",
"82",
"83",
"57",
"58",
"54",
"62",
"67",
"42",
"44",
"41",
"37",
"31",
"49",
"33",
"40",
"30",
"14853",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Mn, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.01     0.013",
"                      CaKa         3.70     0.187",
"                      CaKb         4.02     0.020",
"                      MnKaESC      4.17     0.046",
"                      MnKa         5.92    11.645",
"                      MnKb         6.52     1.521",
"                      MnKaSUM     11.84     0.025",
"                      RuKa        19.36     0.077",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
