"Sample    : se34685_8p",
"44",
"33",
"40",
"31",
"34",
"46",
"38",
"34",
"37",
"32",
"23",
"37",
"32",
"28",
"40",
"34",
"47",
"41",
"33",
"48",
"41",
"36",
"46",
"44",
"51",
"43",
"54",
"41",
"53",
"37",
"43",
"48",
"36",
"43",
"50",
"49",
"42",
"51",
"56",
"58",
"58",
"48",
"57",
"62",
"47",
"44",
"53",
"46",
"47",
"49",
"53",
"54",
"50",
"43",
"47",
"60",
"58",
"45",
"59",
"50",
"63",
"60",
"42",
"76",
"56",
"71",
"64",
"74",
"88",
"74",
"86",
"78",
"108",
"94",
"93",
"84",
"104",
"88",
"111",
"107",
"104",
"72",
"95",
"80",
"75",
"60",
"70",
"44",
"62",
"62",
"66",
"64",
"69",
"64",
"67",
"53",
"46",
"50",
"70",
"65",
"69",
"68",
"77",
"70",
"57",
"72",
"54",
"54",
"59",
"64",
"72",
"68",
"63",
"46",
"60",
"59",
"60",
"71",
"65",
"63",
"76",
"61",
"64",
"61",
"70",
"63",
"53",
"69",
"69",
"67",
"70",
"67",
"74",
"81",
"61",
"56",
"84",
"71",
"61",
"62",
"58",
"74",
"73",
"60",
"77",
"70",
"52",
"76",
"76",
"65",
"82",
"68",
"60",
"54",
"69",
"52",
"60",
"64",
"71",
"51",
"67",
"68",
"75",
"76",
"81",
"51",
"57",
"77",
"54",
"50",
"63",
"73",
"62",
"62",
"72",
"81",
"72",
"64",
"77",
"59",
"72",
"61",
"69",
"69",
"61",
"73",
"62",
"65",
"60",
"70",
"63",
"61",
"70",
"68",
"53",
"70",
"49",
"57",
"75",
"54",
"67",
"58",
"68",
"60",
"61",
"60",
"53",
"74",
"73",
"68",
"61",
"58",
"81",
"68",
"68",
"63",
"65",
"74",
"69",
"74",
"73",
"78",
"77",
"83",
"70",
"80",
"83",
"62",
"76",
"89",
"96",
"90",
"100",
"105",
"133",
"94",
"121",
"105",
"117",
"107",
"109",
"93",
"113",
"131",
"96",
"104",
"95",
"87",
"88",
"72",
"90",
"93",
"71",
"68",
"81",
"58",
"70",
"57",
"71",
"57",
"62",
"61",
"63",
"54",
"83",
"52",
"69",
"66",
"60",
"69",
"71",
"60",
"70",
"73",
"65",
"60",
"64",
"62",
"76",
"66",
"63",
"61",
"81",
"48",
"68",
"77",
"69",
"81",
"89",
"94",
"81",
"85",
"101",
"86",
"110",
"95",
"100",
"97",
"106",
"101",
"116",
"97",
"98",
"93",
"98",
"84",
"93",
"98",
"102",
"73",
"82",
"80",
"68",
"73",
"59",
"70",
"69",
"69",
"63",
"73",
"61",
"69",
"79",
"65",
"68",
"65",
"61",
"63",
"67",
"70",
"76",
"64",
"64",
"59",
"72",
"62",
"75",
"70",
"77",
"65",
"57",
"68",
"57",
"45",
"51",
"70",
"66",
"59",
"67",
"52",
"56",
"56",
"67",
"72",
"70",
"67",
"67",
"58",
"77",
"70",
"59",
"54",
"77",
"71",
"69",
"56",
"56",
"66",
"69",
"72",
"92",
"61",
"72",
"75",
"70",
"58",
"66",
"76",
"82",
"76",
"83",
"88",
"80",
"94",
"82",
"83",
"93",
"88",
"78",
"85",
"72",
"88",
"82",
"63",
"80",
"84",
"64",
"81",
"78",
"66",
"46",
"64",
"81",
"56",
"63",
"58",
"52",
"61",
"63",
"48",
"54",
"71",
"67",
"58",
"57",
"45",
"52",
"76",
"64",
"62",
"49",
"53",
"78",
"62",
"60",
"64",
"56",
"67",
"53",
"64",
"47",
"70",
"44",
"57",
"60",
"62",
"64",
"53",
"65",
"62",
"64",
"64",
"62",
"78",
"77",
"53",
"73",
"71",
"77",
"63",
"65",
"58",
"71",
"51",
"61",
"68",
"50",
"54",
"52",
"67",
"62",
"58",
"67",
"57",
"60",
"66",
"76",
"60",
"72",
"69",
"67",
"54",
"69",
"65",
"58",
"65",
"61",
"69",
"74",
"69",
"57",
"50",
"67",
"77",
"77",
"75",
"69",
"86",
"89",
"59",
"73",
"84",
"77",
"73",
"74",
"72",
"89",
"64",
"77",
"84",
"89",
"66",
"75",
"96",
"99",
"90",
"94",
"88",
"87",
"84",
"105",
"118",
"97",
"93",
"80",
"103",
"107",
"106",
"115",
"106",
"103",
"122",
"131",
"132",
"156",
"155",
"172",
"183",
"253",
"265",
"272",
"374",
"460",
"549",
"766",
"924",
"1216",
"1587",
"1953",
"2499",
"3250",
"3724",
"4884",
"5858",
"7196",
"7980",
"9550",
"11021",
"12810",
"13726",
"15550",
"17697",
"19219",
"19658",
"21268",
"21898",
"23381",
"22295",
"23169",
"23123",
"23163",
"21211",
"21055",
"19794",
"18937",
"16647",
"16006",
"14123",
"12605",
"10674",
"9655",
"8286",
"7113",
"5579",
"4762",
"3862",
"3121",
"2374",
"1905",
"1542",
"1214",
"821",
"761",
"544",
"407",
"308",
"236",
"212",
"171",
"138",
"137",
"99",
"103",
"109",
"96",
"92",
"93",
"80",
"93",
"95",
"87",
"82",
"88",
"69",
"87",
"77",
"74",
"68",
"66",
"87",
"66",
"76",
"60",
"67",
"75",
"86",
"62",
"64",
"67",
"73",
"84",
"74",
"80",
"74",
"82",
"87",
"71",
"81",
"78",
"84",
"90",
"89",
"83",
"80",
"75",
"88",
"90",
"85",
"83",
"96",
"85",
"74",
"92",
"88",
"106",
"93",
"84",
"92",
"101",
"108",
"106",
"101",
"86",
"119",
"134",
"125",
"118",
"114",
"139",
"150",
"162",
"159",
"213",
"235",
"252",
"311",
"348",
"443",
"512",
"606",
"678",
"848",
"1043",
"1129",
"1266",
"1538",
"1699",
"1919",
"2115",
"2443",
"2629",
"2705",
"2912",
"3088",
"3262",
"3249",
"3454",
"3315",
"3449",
"3273",
"3226",
"3238",
"2994",
"2804",
"2848",
"2432",
"2378",
"2037",
"1960",
"1629",
"1500",
"1325",
"1181",
"1059",
"929",
"777",
"666",
"569",
"507",
"394",
"355",
"331",
"256",
"210",
"214",
"162",
"184",
"135",
"112",
"113",
"97",
"61",
"81",
"74",
"82",
"66",
"84",
"52",
"57",
"44",
"41",
"33",
"45",
"54",
"39",
"39",
"48",
"38",
"51",
"49",
"49",
"30",
"35",
"42",
"39",
"47",
"56",
"49",
"53",
"44",
"38",
"52",
"46",
"40",
"39",
"48",
"30",
"48",
"53",
"31",
"34",
"36",
"41",
"30",
"37",
"41",
"42",
"43",
"45",
"46",
"43",
"37",
"40",
"36",
"40",
"44",
"58",
"45",
"45",
"37",
"51",
"41",
"37",
"39",
"40",
"50",
"34",
"41",
"46",
"52",
"39",
"44",
"45",
"36",
"43",
"35",
"44",
"43",
"53",
"31",
"36",
"34",
"40",
"51",
"37",
"38",
"41",
"48",
"40",
"35",
"43",
"40",
"54",
"48",
"39",
"58",
"40",
"40",
"42",
"54",
"37",
"40",
"47",
"49",
"53",
"36",
"42",
"39",
"46",
"31",
"40",
"38",
"41",
"25",
"35",
"51",
"34",
"40",
"50",
"42",
"51",
"30",
"35",
"39",
"43",
"36",
"40",
"38",
"38",
"39",
"46",
"47",
"38",
"42",
"31",
"31",
"43",
"39",
"39",
"28",
"39",
"32",
"45",
"34",
"33",
"35",
"37",
"38",
"39",
"41",
"31",
"42",
"37",
"34",
"40",
"52",
"38",
"33",
"35",
"44",
"21",
"30",
"36",
"34",
"40",
"42",
"45",
"34",
"49",
"34",
"46",
"38",
"41",
"34",
"31",
"39",
"38",
"32",
"33",
"33",
"41",
"29",
"38",
"35",
"35",
"38",
"25",
"33",
"35",
"34",
"36",
"30",
"32",
"38",
"31",
"44",
"39",
"43",
"42",
"39",
"31",
"36",
"38",
"40",
"40",
"30",
"36",
"37",
"37",
"37",
"42",
"56",
"40",
"31",
"35",
"40",
"47",
"38",
"39",
"40",
"42",
"40",
"31",
"35",
"30",
"38",
"36",
"33",
"40",
"28",
"34",
"40",
"34",
"38",
"36",
"36",
"33",
"32",
"30",
"36",
"42",
"36",
"30",
"51",
"30",
"38",
"34",
"37",
"34",
"35",
"21",
"31",
"31",
"17",
"29",
"27",
"32",
"35",
"27",
"30",
"24",
"41",
"48",
"33",
"33",
"38",
"35",
"37",
"29",
"34",
"29",
"31",
"32",
"29",
"37",
"34",
"33",
"34",
"35",
"43",
"33",
"29",
"28",
"26",
"29",
"27",
"27",
"37",
"33",
"35",
"34",
"36",
"30",
"28",
"32",
"30",
"32",
"39",
"30",
"32",
"31",
"25",
"36",
"38",
"27",
"31",
"35",
"40",
"47",
"37",
"30",
"26",
"35",
"33",
"36",
"38",
"40",
"27",
"46",
"37",
"33",
"45",
"30",
"29",
"29",
"33",
"35",
"32",
"34",
"30",
"31",
"26",
"35",
"26",
"32",
"42",
"33",
"29",
"35",
"25",
"44",
"29",
"25",
"34",
"30",
"38",
"34",
"28",
"30",
"21",
"30",
"35",
"37",
"26",
"40",
"37",
"30",
"35",
"35",
"38",
"17",
"34",
"35",
"22",
"38",
"28",
"38",
"26",
"32",
"40",
"31",
"36",
"30",
"36",
"35",
"41",
"34",
"29",
"31",
"25",
"34",
"29",
"32",
"26",
"34",
"36",
"23",
"30",
"41",
"30",
"35",
"32",
"38",
"28",
"35",
"37",
"26",
"37",
"33",
"27",
"29",
"22",
"35",
"33",
"40",
"35",
"32",
"37",
"36",
"24",
"30",
"23",
"29",
"28",
"32",
"41",
"39",
"28",
"33",
"34",
"29",
"35",
"21",
"29",
"30",
"40",
"35",
"30",
"31",
"28",
"28",
"42",
"31",
"30",
"28",
"22",
"34",
"23",
"38",
"30",
"29",
"23",
"24",
"26",
"30",
"30",
"27",
"30",
"27",
"39",
"29",
"25",
"27",
"23",
"35",
"34",
"31",
"25",
"30",
"24",
"30",
"19",
"22",
"30",
"26",
"37",
"28",
"21",
"23",
"31",
"30",
"36",
"30",
"33",
"33",
"36",
"32",
"35",
"28",
"37",
"28",
"29",
"28",
"21",
"31",
"26",
"29",
"39",
"35",
"26",
"32",
"29",
"28",
"32",
"29",
"27",
"39",
"27",
"29",
"28",
"36",
"36",
"31",
"40",
"28",
"35",
"31",
"30",
"36",
"23",
"34",
"33",
"29",
"29",
"30",
"37",
"28",
"34",
"29",
"24",
"34",
"30",
"49",
"21",
"42",
"20",
"41",
"26",
"37",
"37",
"40",
"36",
"29",
"27",
"26",
"34",
"30",
"34",
"22",
"37",
"37",
"38",
"38",
"39",
"36",
"31",
"35",
"35",
"39",
"42",
"28",
"30",
"30",
"46",
"37",
"36",
"41",
"20",
"45",
"37",
"37",
"36",
"35",
"38",
"42",
"29",
"33",
"58",
"46",
"32",
"34",
"39",
"45",
"43",
"44",
"40",
"46",
"40",
"56",
"38",
"58",
"41",
"65",
"52",
"34",
"52",
"61",
"41",
"53",
"60",
"60",
"72",
"82",
"64",
"68",
"66",
"58",
"76",
"74",
"87",
"74",
"81",
"83",
"95",
"84",
"93",
"116",
"114",
"125",
"97",
"116",
"96",
"121",
"129",
"134",
"112",
"119",
"135",
"138",
"174",
"175",
"170",
"179",
"185",
"156",
"168",
"168",
"193",
"185",
"189",
"169",
"211",
"209",
"199",
"194",
"207",
"228",
"205",
"198",
"223",
"190",
"209",
"196",
"217",
"212",
"192",
"180",
"178",
"184",
"185",
"203",
"191",
"189",
"183",
"168",
"169",
"189",
"154",
"150",
"148",
"144",
"140",
"132",
"137",
"117",
"145",
"135",
"98",
"130",
"106",
"94",
"94",
"94",
"97",
"96",
"86",
"76",
"74",
"74",
"81",
"59",
"69",
"77",
"75",
"51",
"62",
"61",
"62",
"54",
"59",
"43",
"68",
"46",
"47",
"67",
"49",
"38",
"51",
"32",
"37",
"49",
"37",
"33",
"37",
"47",
"41",
"49",
"46",
"44",
"51",
"56",
"66",
"70",
"65",
"70",
"75",
"66",
"65",
"80",
"103",
"86",
"102",
"93",
"99",
"109",
"89",
"110",
"122",
"125",
"87",
"119",
"117",
"109",
"113",
"107",
"115",
"92",
"98",
"99",
"97",
"96",
"83",
"84",
"78",
"79",
"62",
"75",
"54",
"54",
"74",
"48",
"47",
"62",
"33",
"40",
"46",
"36",
"40",
"16621",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Mg, Se, P , Ca, Cu, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    MgKa         1.20     0.009",
"                      SeLa         1.40     0.368",
"                      P Ka         2.00     0.012",
"                      CaKa         3.70     0.177",
"                      CaKb         4.02     0.021",
"                      CuKa         8.12     0.023",
"                      SeKa        11.27    10.152",
"                      SeKb        12.56     1.541",
"                      RuKa        19.25     0.082",
"                      ----        19.54     0.041",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   2.947 ug/cm2    -------- Flux       -------- --------",
"Mg                       2.947 ug/cm2    -------- ********** -------- --------",
