"Sample    : cr_34674_8p",
"16",
"15",
"12",
"19",
"20",
"15",
"22",
"21",
"25",
"15",
"14",
"21",
"23",
"21",
"29",
"19",
"37",
"17",
"16",
"19",
"14",
"17",
"18",
"20",
"18",
"14",
"10",
"19",
"17",
"20",
"21",
"20",
"35",
"29",
"26",
"18",
"24",
"30",
"30",
"25",
"33",
"24",
"28",
"30",
"41",
"28",
"49",
"40",
"65",
"69",
"92",
"100",
"129",
"176",
"233",
"287",
"379",
"465",
"559",
"639",
"780",
"825",
"896",
"868",
"889",
"884",
"873",
"711",
"719",
"634",
"471",
"431",
"319",
"237",
"182",
"138",
"119",
"85",
"75",
"49",
"60",
"55",
"52",
"43",
"49",
"62",
"53",
"57",
"67",
"61",
"76",
"80",
"117",
"105",
"134",
"130",
"114",
"111",
"123",
"120",
"116",
"104",
"101",
"81",
"72",
"85",
"61",
"49",
"59",
"66",
"57",
"47",
"37",
"51",
"60",
"50",
"57",
"47",
"44",
"68",
"64",
"44",
"61",
"52",
"52",
"63",
"52",
"49",
"45",
"53",
"56",
"58",
"61",
"55",
"71",
"70",
"58",
"56",
"76",
"70",
"65",
"55",
"57",
"75",
"68",
"73",
"76",
"90",
"86",
"68",
"89",
"84",
"75",
"74",
"88",
"68",
"95",
"73",
"67",
"76",
"68",
"80",
"76",
"82",
"69",
"72",
"82",
"76",
"71",
"88",
"72",
"78",
"55",
"75",
"78",
"73",
"73",
"81",
"79",
"76",
"78",
"87",
"79",
"61",
"78",
"65",
"82",
"64",
"74",
"71",
"70",
"88",
"91",
"103",
"78",
"83",
"96",
"100",
"97",
"100",
"103",
"99",
"130",
"92",
"123",
"110",
"135",
"132",
"140",
"151",
"149",
"163",
"177",
"172",
"228",
"229",
"277",
"320",
"483",
"562",
"886",
"1103",
"1683",
"2201",
"3336",
"4489",
"6164",
"7747",
"10341",
"12924",
"16182",
"18447",
"22157",
"24756",
"28274",
"28958",
"31833",
"31350",
"31974",
"29175",
"29222",
"25989",
"24234",
"20019",
"17581",
"14427",
"11984",
"8834",
"6993",
"5139",
"3880",
"2713",
"2056",
"1328",
"912",
"571",
"407",
"269",
"204",
"176",
"156",
"123",
"123",
"109",
"119",
"140",
"143",
"123",
"165",
"154",
"177",
"176",
"203",
"201",
"327",
"374",
"452",
"586",
"708",
"941",
"1121",
"1367",
"1665",
"1957",
"2418",
"2640",
"3137",
"3154",
"3809",
"3737",
"4086",
"3814",
"4008",
"3795",
"3597",
"3107",
"2952",
"2527",
"2371",
"1746",
"1584",
"1216",
"1018",
"737",
"587",
"426",
"337",
"252",
"193",
"134",
"110",
"92",
"54",
"67",
"51",
"58",
"64",
"52",
"57",
"49",
"50",
"69",
"54",
"52",
"57",
"71",
"52",
"68",
"55",
"67",
"62",
"56",
"76",
"81",
"80",
"83",
"64",
"66",
"80",
"79",
"73",
"75",
"62",
"81",
"70",
"60",
"81",
"85",
"55",
"60",
"65",
"73",
"59",
"57",
"81",
"80",
"80",
"72",
"74",
"72",
"79",
"85",
"60",
"61",
"62",
"75",
"79",
"61",
"76",
"59",
"80",
"64",
"56",
"61",
"62",
"65",
"75",
"76",
"72",
"54",
"67",
"58",
"67",
"66",
"47",
"37",
"55",
"53",
"57",
"56",
"70",
"62",
"55",
"74",
"51",
"58",
"56",
"53",
"65",
"56",
"60",
"49",
"62",
"52",
"66",
"59",
"73",
"63",
"71",
"59",
"43",
"60",
"63",
"55",
"46",
"60",
"54",
"60",
"62",
"46",
"62",
"67",
"70",
"53",
"55",
"54",
"64",
"61",
"69",
"61",
"60",
"55",
"63",
"68",
"69",
"70",
"69",
"79",
"69",
"41",
"58",
"65",
"64",
"60",
"65",
"76",
"69",
"71",
"57",
"48",
"55",
"63",
"68",
"66",
"70",
"53",
"57",
"64",
"63",
"75",
"44",
"50",
"61",
"69",
"66",
"61",
"63",
"62",
"67",
"73",
"73",
"65",
"59",
"52",
"77",
"66",
"64",
"61",
"82",
"85",
"74",
"63",
"93",
"68",
"82",
"86",
"75",
"73",
"94",
"77",
"87",
"84",
"88",
"84",
"101",
"80",
"97",
"113",
"110",
"110",
"92",
"87",
"109",
"110",
"93",
"99",
"80",
"87",
"85",
"78",
"88",
"61",
"99",
"71",
"69",
"68",
"70",
"77",
"66",
"65",
"67",
"78",
"65",
"81",
"65",
"71",
"63",
"63",
"60",
"83",
"75",
"60",
"77",
"60",
"68",
"58",
"68",
"74",
"71",
"62",
"66",
"79",
"65",
"69",
"65",
"74",
"77",
"68",
"94",
"87",
"99",
"72",
"92",
"81",
"99",
"98",
"97",
"105",
"110",
"88",
"117",
"111",
"90",
"97",
"88",
"114",
"77",
"89",
"107",
"75",
"63",
"84",
"85",
"69",
"70",
"78",
"60",
"53",
"74",
"76",
"79",
"78",
"72",
"65",
"65",
"72",
"73",
"57",
"70",
"75",
"66",
"71",
"62",
"75",
"79",
"70",
"58",
"61",
"68",
"62",
"69",
"73",
"54",
"74",
"62",
"55",
"47",
"56",
"63",
"76",
"60",
"66",
"64",
"73",
"77",
"77",
"66",
"70",
"64",
"74",
"51",
"69",
"56",
"84",
"55",
"58",
"75",
"56",
"53",
"60",
"73",
"61",
"47",
"55",
"85",
"58",
"61",
"59",
"76",
"69",
"61",
"69",
"79",
"64",
"55",
"58",
"67",
"70",
"65",
"66",
"74",
"64",
"80",
"62",
"55",
"79",
"64",
"74",
"78",
"66",
"65",
"78",
"75",
"52",
"82",
"74",
"87",
"58",
"81",
"71",
"71",
"73",
"63",
"73",
"71",
"68",
"65",
"74",
"67",
"74",
"65",
"62",
"74",
"65",
"63",
"71",
"68",
"64",
"57",
"72",
"93",
"66",
"56",
"56",
"68",
"62",
"65",
"64",
"69",
"66",
"71",
"57",
"68",
"58",
"64",
"70",
"75",
"72",
"68",
"62",
"65",
"70",
"67",
"65",
"65",
"68",
"65",
"68",
"73",
"62",
"62",
"61",
"54",
"54",
"66",
"47",
"58",
"53",
"59",
"87",
"59",
"61",
"80",
"59",
"64",
"53",
"46",
"58",
"48",
"54",
"60",
"58",
"50",
"77",
"63",
"57",
"65",
"50",
"61",
"58",
"76",
"62",
"58",
"54",
"56",
"73",
"52",
"42",
"59",
"78",
"57",
"69",
"55",
"53",
"71",
"54",
"55",
"65",
"65",
"68",
"77",
"67",
"64",
"81",
"71",
"76",
"89",
"82",
"103",
"91",
"97",
"107",
"107",
"97",
"95",
"86",
"95",
"100",
"91",
"82",
"82",
"78",
"62",
"85",
"60",
"64",
"82",
"56",
"76",
"60",
"62",
"54",
"58",
"75",
"74",
"64",
"60",
"59",
"52",
"55",
"42",
"81",
"62",
"71",
"58",
"59",
"59",
"72",
"63",
"54",
"66",
"66",
"69",
"64",
"60",
"87",
"66",
"57",
"64",
"65",
"72",
"72",
"70",
"66",
"67",
"52",
"79",
"72",
"76",
"66",
"70",
"74",
"81",
"76",
"62",
"77",
"72",
"59",
"56",
"62",
"58",
"45",
"60",
"59",
"80",
"48",
"61",
"51",
"61",
"56",
"53",
"69",
"66",
"48",
"63",
"48",
"63",
"63",
"57",
"62",
"73",
"58",
"62",
"62",
"54",
"55",
"50",
"51",
"47",
"39",
"57",
"69",
"56",
"53",
"48",
"60",
"56",
"48",
"53",
"65",
"55",
"55",
"54",
"61",
"49",
"60",
"51",
"61",
"48",
"34",
"55",
"57",
"58",
"59",
"40",
"48",
"59",
"50",
"54",
"56",
"58",
"40",
"51",
"53",
"55",
"60",
"62",
"50",
"58",
"51",
"55",
"52",
"71",
"52",
"57",
"56",
"45",
"43",
"53",
"56",
"57",
"71",
"59",
"58",
"59",
"59",
"54",
"46",
"74",
"56",
"65",
"65",
"54",
"42",
"67",
"72",
"63",
"40",
"58",
"47",
"71",
"42",
"61",
"54",
"43",
"66",
"54",
"44",
"55",
"48",
"49",
"61",
"61",
"50",
"46",
"51",
"55",
"62",
"55",
"51",
"60",
"59",
"57",
"62",
"51",
"59",
"47",
"65",
"53",
"54",
"45",
"49",
"48",
"58",
"45",
"46",
"55",
"40",
"64",
"52",
"51",
"55",
"60",
"41",
"47",
"51",
"47",
"45",
"50",
"45",
"48",
"46",
"53",
"47",
"54",
"57",
"61",
"40",
"59",
"65",
"49",
"45",
"54",
"58",
"46",
"48",
"58",
"44",
"46",
"54",
"66",
"65",
"50",
"42",
"58",
"57",
"62",
"62",
"54",
"51",
"46",
"56",
"50",
"53",
"49",
"41",
"44",
"65",
"57",
"58",
"55",
"58",
"45",
"58",
"41",
"55",
"56",
"38",
"47",
"52",
"57",
"47",
"47",
"38",
"59",
"62",
"50",
"43",
"54",
"45",
"61",
"55",
"49",
"48",
"32",
"48",
"54",
"47",
"54",
"50",
"60",
"55",
"55",
"46",
"66",
"42",
"53",
"57",
"39",
"36",
"56",
"51",
"46",
"38",
"48",
"67",
"62",
"61",
"60",
"53",
"39",
"48",
"51",
"38",
"48",
"58",
"40",
"56",
"49",
"40",
"50",
"51",
"47",
"40",
"56",
"47",
"58",
"49",
"37",
"38",
"52",
"41",
"49",
"45",
"44",
"43",
"49",
"63",
"41",
"45",
"41",
"41",
"49",
"36",
"42",
"43",
"61",
"43",
"44",
"42",
"40",
"46",
"51",
"52",
"42",
"47",
"36",
"46",
"51",
"42",
"57",
"42",
"45",
"34",
"40",
"36",
"48",
"44",
"49",
"39",
"37",
"42",
"31",
"46",
"58",
"42",
"54",
"40",
"39",
"48",
"56",
"51",
"52",
"46",
"46",
"53",
"47",
"37",
"56",
"48",
"49",
"56",
"57",
"35",
"52",
"47",
"29",
"59",
"45",
"47",
"51",
"50",
"42",
"49",
"52",
"43",
"46",
"44",
"43",
"42",
"52",
"52",
"43",
"59",
"49",
"46",
"40",
"46",
"43",
"43",
"36",
"57",
"45",
"49",
"40",
"39",
"38",
"55",
"54",
"51",
"32",
"34",
"41",
"40",
"34",
"46",
"45",
"37",
"45",
"40",
"36",
"41",
"47",
"54",
"46",
"46",
"40",
"56",
"42",
"36",
"38",
"41",
"34",
"55",
"45",
"33",
"45",
"43",
"42",
"42",
"47",
"53",
"49",
"39",
"46",
"35",
"43",
"42",
"40",
"38",
"40",
"50",
"47",
"39",
"46",
"44",
"38",
"38",
"41",
"58",
"47",
"34",
"42",
"32",
"46",
"33",
"54",
"49",
"50",
"38",
"35",
"44",
"46",
"34",
"31",
"47",
"37",
"44",
"52",
"31",
"32",
"39",
"60",
"38",
"47",
"45",
"31",
"26",
"52",
"32",
"35",
"27",
"51",
"35",
"41",
"42",
"50",
"38",
"44",
"38",
"43",
"32",
"41",
"41",
"44",
"34",
"42",
"40",
"46",
"40",
"41",
"37",
"36",
"47",
"33",
"39",
"40",
"29",
"46",
"42",
"49",
"37",
"24",
"43",
"36",
"48",
"50",
"33",
"40",
"36",
"33",
"42",
"33",
"39",
"45",
"41",
"40",
"46",
"36",
"46",
"41",
"42",
"35",
"44",
"45",
"47",
"34",
"49",
"41",
"44",
"32",
"43",
"35",
"32",
"39",
"42",
"41",
"49",
"48",
"34",
"44",
"43",
"36",
"32",
"42",
"40",
"40",
"28",
"37",
"42",
"29",
"46",
"41",
"47",
"49",
"47",
"41",
"32",
"39",
"33",
"37",
"39",
"33",
"29",
"31",
"31",
"49",
"47",
"29",
"44",
"30",
"45",
"42",
"25",
"31",
"42",
"42",
"42",
"39",
"39",
"30",
"23",
"37",
"35",
"44",
"41",
"45",
"24",
"43",
"44",
"49",
"37",
"38",
"36",
"30",
"35",
"38",
"29",
"34",
"26",
"24",
"35",
"47",
"37",
"35",
"37",
"45",
"37",
"43",
"41",
"28",
"37",
"44",
"35",
"34",
"31",
"47",
"37",
"33",
"26",
"37",
"29",
"41",
"55",
"28",
"36",
"40",
"37",
"31",
"34",
"34",
"40",
"36",
"42",
"43",
"40",
"29",
"24",
"32",
"37",
"46",
"37",
"52",
"31",
"44",
"41",
"35",
"55",
"34",
"38",
"43",
"28",
"43",
"27",
"47",
"26",
"38",
"41",
"34",
"42",
"36",
"38",
"50",
"35",
"33",
"52",
"35",
"32",
"38",
"38",
"37",
"39",
"37",
"40",
"39",
"36",
"36",
"45",
"47",
"33",
"40",
"61",
"41",
"45",
"41",
"36",
"42",
"32",
"38",
"44",
"52",
"31",
"37",
"40",
"38",
"50",
"30",
"40",
"35",
"29",
"48",
"38",
"46",
"40",
"41",
"47",
"52",
"41",
"46",
"42",
"39",
"45",
"50",
"36",
"43",
"56",
"41",
"37",
"39",
"49",
"49",
"44",
"42",
"48",
"43",
"48",
"44",
"49",
"57",
"51",
"51",
"57",
"52",
"51",
"45",
"54",
"63",
"52",
"49",
"59",
"52",
"65",
"66",
"50",
"60",
"78",
"77",
"72",
"72",
"66",
"71",
"63",
"60",
"71",
"91",
"81",
"78",
"93",
"92",
"99",
"95",
"117",
"112",
"117",
"122",
"117",
"116",
"123",
"145",
"145",
"134",
"156",
"149",
"149",
"160",
"172",
"196",
"181",
"193",
"206",
"208",
"170",
"194",
"196",
"233",
"221",
"234",
"205",
"264",
"241",
"229",
"289",
"219",
"260",
"243",
"259",
"264",
"302",
"279",
"236",
"260",
"294",
"267",
"260",
"257",
"268",
"253",
"258",
"274",
"268",
"287",
"243",
"247",
"254",
"262",
"229",
"233",
"243",
"211",
"207",
"200",
"201",
"191",
"174",
"197",
"192",
"177",
"173",
"155",
"182",
"136",
"132",
"129",
"141",
"138",
"112",
"106",
"127",
"113",
"99",
"87",
"94",
"98",
"90",
"94",
"84",
"84",
"86",
"67",
"82",
"70",
"61",
"71",
"58",
"65",
"55",
"56",
"63",
"62",
"61",
"50",
"63",
"43",
"61",
"49",
"60",
"62",
"60",
"66",
"80",
"62",
"72",
"84",
"83",
"78",
"81",
"83",
"99",
"97",
"105",
"87",
"96",
"119",
"111",
"127",
"138",
"118",
"114",
"117",
"116",
"133",
"121",
"110",
"147",
"107",
"115",
"112",
"103",
"129",
"125",
"105",
"104",
"102",
"101",
"72",
"97",
"72",
"81",
"68",
"71",
"59",
"55",
"41",
"62",
"41",
"55",
"48",
"35",
"42",
"30",
"18575",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Cr, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.00     0.015",
"                      CaKa         3.71     0.210",
"                      CaKb         4.02     0.022",
"                      CrKa         5.44     8.816",
"                      CrKb         5.98     1.101",
"                      RuKa        19.24     0.084",
"                      ----        19.52     0.047",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
