"Sample    : ge34684_8p",
"21",
"30",
"20",
"26",
"19",
"24",
"13",
"21",
"18",
"11",
"21",
"35",
"27",
"24",
"20",
"27",
"29",
"26",
"18",
"20",
"19",
"30",
"26",
"24",
"14",
"16",
"26",
"17",
"21",
"19",
"18",
"27",
"22",
"25",
"21",
"31",
"26",
"29",
"20",
"37",
"29",
"34",
"38",
"40",
"32",
"48",
"40",
"48",
"24",
"35",
"38",
"37",
"31",
"31",
"39",
"30",
"32",
"31",
"34",
"33",
"28",
"33",
"29",
"34",
"23",
"29",
"24",
"24",
"31",
"28",
"32",
"25",
"27",
"29",
"28",
"32",
"17",
"34",
"24",
"40",
"37",
"36",
"41",
"31",
"24",
"29",
"26",
"40",
"36",
"51",
"41",
"31",
"31",
"42",
"34",
"31",
"34",
"47",
"46",
"48",
"31",
"32",
"42",
"47",
"37",
"31",
"47",
"43",
"46",
"49",
"40",
"46",
"33",
"40",
"36",
"45",
"38",
"44",
"52",
"56",
"43",
"45",
"45",
"44",
"54",
"44",
"43",
"41",
"47",
"48",
"52",
"67",
"41",
"53",
"64",
"64",
"67",
"60",
"69",
"61",
"74",
"67",
"85",
"76",
"83",
"90",
"81",
"97",
"66",
"77",
"63",
"73",
"69",
"58",
"71",
"67",
"50",
"53",
"55",
"54",
"37",
"54",
"38",
"55",
"58",
"55",
"51",
"50",
"51",
"66",
"50",
"57",
"51",
"63",
"51",
"32",
"44",
"59",
"65",
"65",
"60",
"64",
"59",
"51",
"45",
"59",
"54",
"70",
"64",
"56",
"54",
"55",
"44",
"61",
"59",
"56",
"43",
"56",
"56",
"80",
"45",
"63",
"56",
"58",
"41",
"61",
"67",
"64",
"71",
"57",
"50",
"56",
"49",
"52",
"60",
"44",
"43",
"55",
"53",
"57",
"70",
"57",
"56",
"55",
"52",
"44",
"62",
"67",
"52",
"50",
"47",
"52",
"52",
"49",
"44",
"58",
"53",
"56",
"60",
"56",
"53",
"45",
"48",
"53",
"67",
"53",
"58",
"73",
"68",
"70",
"66",
"80",
"66",
"70",
"82",
"50",
"65",
"88",
"59",
"55",
"60",
"59",
"83",
"71",
"64",
"58",
"60",
"41",
"52",
"77",
"45",
"65",
"48",
"61",
"61",
"56",
"60",
"57",
"48",
"58",
"56",
"44",
"53",
"50",
"53",
"74",
"83",
"57",
"67",
"58",
"64",
"84",
"74",
"67",
"76",
"76",
"52",
"91",
"76",
"83",
"76",
"82",
"86",
"109",
"95",
"111",
"89",
"100",
"130",
"99",
"137",
"123",
"124",
"128",
"157",
"133",
"101",
"123",
"128",
"139",
"90",
"113",
"83",
"100",
"81",
"77",
"86",
"62",
"90",
"66",
"69",
"85",
"67",
"78",
"70",
"58",
"60",
"67",
"51",
"68",
"65",
"48",
"74",
"59",
"55",
"65",
"51",
"58",
"59",
"61",
"58",
"55",
"64",
"48",
"71",
"74",
"55",
"91",
"69",
"79",
"62",
"81",
"88",
"93",
"100",
"81",
"87",
"106",
"111",
"94",
"98",
"90",
"83",
"107",
"111",
"91",
"81",
"85",
"98",
"89",
"70",
"82",
"77",
"64",
"65",
"69",
"50",
"60",
"64",
"57",
"63",
"64",
"66",
"52",
"66",
"58",
"60",
"68",
"62",
"69",
"52",
"59",
"69",
"72",
"69",
"61",
"61",
"59",
"51",
"63",
"65",
"73",
"61",
"70",
"68",
"74",
"59",
"61",
"58",
"74",
"60",
"68",
"54",
"66",
"59",
"69",
"62",
"48",
"55",
"61",
"77",
"68",
"68",
"82",
"68",
"72",
"67",
"81",
"74",
"86",
"90",
"89",
"73",
"81",
"92",
"81",
"71",
"72",
"104",
"86",
"86",
"101",
"91",
"89",
"98",
"111",
"113",
"104",
"119",
"110",
"100",
"130",
"122",
"150",
"142",
"151",
"147",
"197",
"230",
"292",
"359",
"477",
"598",
"781",
"1027",
"1410",
"1721",
"2332",
"2789",
"3771",
"4482",
"5595",
"6887",
"8474",
"9474",
"11331",
"13248",
"15039",
"16198",
"17643",
"19550",
"21365",
"21147",
"22309",
"24183",
"23888",
"22489",
"22664",
"21702",
"21283",
"18930",
"18041",
"16523",
"15008",
"12585",
"11448",
"9885",
"8375",
"6794",
"5798",
"4550",
"3700",
"2772",
"2264",
"1703",
"1395",
"1009",
"731",
"604",
"439",
"320",
"244",
"197",
"161",
"141",
"132",
"118",
"114",
"96",
"96",
"90",
"81",
"76",
"88",
"78",
"84",
"68",
"76",
"74",
"87",
"92",
"68",
"82",
"82",
"63",
"74",
"71",
"74",
"71",
"86",
"67",
"76",
"74",
"81",
"81",
"68",
"76",
"99",
"73",
"74",
"74",
"96",
"99",
"79",
"80",
"102",
"100",
"101",
"96",
"94",
"101",
"89",
"86",
"130",
"112",
"112",
"140",
"129",
"128",
"118",
"148",
"174",
"205",
"204",
"213",
"274",
"343",
"420",
"462",
"602",
"706",
"790",
"864",
"1133",
"1355",
"1534",
"1674",
"1991",
"2243",
"2431",
"2536",
"2789",
"2853",
"3116",
"3154",
"3235",
"3234",
"3310",
"3149",
"3025",
"2994",
"2842",
"2572",
"2457",
"2258",
"2087",
"1681",
"1585",
"1329",
"1225",
"933",
"833",
"799",
"609",
"495",
"395",
"351",
"262",
"236",
"174",
"172",
"139",
"133",
"100",
"90",
"73",
"52",
"51",
"57",
"50",
"57",
"40",
"52",
"47",
"50",
"54",
"44",
"45",
"43",
"34",
"49",
"33",
"41",
"38",
"44",
"48",
"33",
"50",
"49",
"45",
"39",
"42",
"43",
"35",
"44",
"36",
"36",
"34",
"41",
"40",
"43",
"33",
"39",
"31",
"44",
"47",
"31",
"45",
"47",
"39",
"37",
"39",
"40",
"46",
"37",
"34",
"30",
"36",
"35",
"35",
"50",
"35",
"35",
"39",
"45",
"34",
"35",
"31",
"34",
"32",
"37",
"35",
"41",
"35",
"53",
"56",
"43",
"44",
"45",
"38",
"41",
"48",
"39",
"38",
"44",
"39",
"49",
"43",
"49",
"40",
"40",
"44",
"36",
"38",
"39",
"38",
"45",
"45",
"39",
"42",
"39",
"46",
"49",
"40",
"41",
"36",
"41",
"38",
"37",
"35",
"46",
"37",
"38",
"32",
"33",
"46",
"40",
"32",
"44",
"29",
"57",
"39",
"35",
"46",
"30",
"35",
"25",
"36",
"49",
"45",
"34",
"30",
"34",
"42",
"36",
"30",
"38",
"37",
"32",
"46",
"47",
"43",
"37",
"35",
"36",
"46",
"28",
"51",
"30",
"34",
"35",
"33",
"39",
"48",
"33",
"38",
"31",
"44",
"25",
"38",
"30",
"48",
"31",
"34",
"39",
"39",
"27",
"34",
"43",
"41",
"32",
"40",
"38",
"33",
"46",
"41",
"41",
"47",
"39",
"37",
"33",
"42",
"34",
"32",
"33",
"38",
"42",
"47",
"37",
"43",
"38",
"26",
"41",
"27",
"38",
"50",
"34",
"43",
"57",
"26",
"23",
"38",
"36",
"40",
"27",
"36",
"28",
"40",
"42",
"45",
"41",
"45",
"40",
"31",
"40",
"35",
"34",
"32",
"37",
"38",
"48",
"34",
"37",
"33",
"36",
"36",
"44",
"41",
"36",
"37",
"35",
"39",
"44",
"33",
"39",
"32",
"31",
"34",
"34",
"42",
"24",
"34",
"40",
"37",
"40",
"33",
"35",
"25",
"34",
"35",
"42",
"44",
"33",
"33",
"27",
"25",
"37",
"38",
"31",
"35",
"34",
"22",
"18",
"40",
"35",
"28",
"31",
"42",
"32",
"47",
"33",
"38",
"41",
"42",
"28",
"30",
"28",
"37",
"35",
"28",
"34",
"52",
"37",
"40",
"23",
"39",
"29",
"41",
"36",
"38",
"27",
"39",
"36",
"35",
"32",
"36",
"38",
"40",
"39",
"25",
"34",
"33",
"29",
"30",
"37",
"38",
"32",
"39",
"32",
"44",
"32",
"32",
"33",
"36",
"28",
"32",
"31",
"37",
"28",
"38",
"38",
"29",
"22",
"28",
"46",
"38",
"30",
"38",
"28",
"35",
"31",
"32",
"36",
"35",
"34",
"25",
"35",
"48",
"38",
"39",
"29",
"29",
"32",
"38",
"44",
"37",
"37",
"33",
"28",
"34",
"33",
"31",
"31",
"22",
"33",
"40",
"32",
"36",
"31",
"32",
"18",
"18",
"29",
"27",
"18",
"49",
"33",
"33",
"29",
"35",
"31",
"31",
"23",
"31",
"25",
"26",
"31",
"28",
"27",
"34",
"27",
"24",
"28",
"26",
"32",
"40",
"27",
"35",
"36",
"44",
"22",
"30",
"27",
"24",
"30",
"34",
"26",
"31",
"27",
"27",
"39",
"40",
"31",
"22",
"25",
"34",
"31",
"27",
"37",
"39",
"35",
"34",
"33",
"33",
"25",
"25",
"40",
"30",
"25",
"39",
"27",
"21",
"24",
"36",
"20",
"30",
"29",
"30",
"42",
"33",
"30",
"23",
"24",
"25",
"26",
"36",
"28",
"30",
"27",
"29",
"34",
"36",
"33",
"34",
"33",
"35",
"37",
"25",
"21",
"31",
"28",
"32",
"31",
"29",
"28",
"30",
"34",
"25",
"24",
"24",
"23",
"28",
"30",
"24",
"21",
"29",
"24",
"27",
"26",
"29",
"35",
"28",
"33",
"37",
"28",
"46",
"28",
"27",
"31",
"22",
"29",
"31",
"36",
"26",
"21",
"32",
"41",
"29",
"28",
"24",
"27",
"23",
"34",
"36",
"28",
"33",
"36",
"24",
"24",
"33",
"18",
"21",
"29",
"41",
"27",
"24",
"20",
"21",
"30",
"32",
"24",
"27",
"36",
"31",
"30",
"22",
"31",
"30",
"34",
"29",
"23",
"35",
"29",
"18",
"24",
"26",
"14",
"33",
"20",
"23",
"33",
"30",
"29",
"26",
"39",
"28",
"30",
"35",
"28",
"37",
"32",
"31",
"31",
"29",
"32",
"22",
"24",
"29",
"23",
"27",
"30",
"26",
"27",
"28",
"34",
"25",
"32",
"22",
"34",
"23",
"34",
"21",
"31",
"22",
"29",
"23",
"28",
"32",
"27",
"32",
"25",
"23",
"28",
"31",
"31",
"19",
"29",
"26",
"24",
"34",
"15",
"24",
"21",
"29",
"24",
"35",
"35",
"21",
"32",
"30",
"28",
"27",
"35",
"23",
"33",
"29",
"38",
"38",
"27",
"30",
"33",
"29",
"24",
"27",
"30",
"17",
"30",
"28",
"24",
"23",
"31",
"28",
"25",
"26",
"21",
"26",
"22",
"25",
"18",
"22",
"26",
"27",
"20",
"24",
"28",
"25",
"24",
"30",
"25",
"22",
"26",
"25",
"36",
"26",
"30",
"27",
"25",
"28",
"27",
"27",
"21",
"20",
"21",
"27",
"33",
"22",
"18",
"16",
"25",
"31",
"37",
"28",
"31",
"27",
"34",
"25",
"30",
"27",
"22",
"32",
"27",
"25",
"40",
"23",
"30",
"43",
"23",
"25",
"26",
"27",
"33",
"30",
"25",
"29",
"25",
"12",
"30",
"27",
"32",
"26",
"23",
"33",
"35",
"29",
"30",
"24",
"27",
"28",
"34",
"30",
"26",
"37",
"19",
"31",
"32",
"29",
"31",
"32",
"31",
"27",
"22",
"33",
"40",
"30",
"26",
"26",
"30",
"26",
"39",
"30",
"32",
"33",
"37",
"38",
"25",
"32",
"37",
"38",
"30",
"26",
"27",
"38",
"30",
"27",
"26",
"33",
"34",
"31",
"45",
"33",
"33",
"45",
"33",
"38",
"32",
"38",
"40",
"35",
"46",
"47",
"38",
"34",
"46",
"44",
"40",
"54",
"48",
"57",
"48",
"59",
"47",
"62",
"44",
"50",
"60",
"55",
"81",
"66",
"59",
"67",
"72",
"74",
"56",
"78",
"59",
"83",
"76",
"88",
"78",
"95",
"113",
"96",
"102",
"113",
"109",
"135",
"131",
"128",
"129",
"133",
"141",
"142",
"122",
"152",
"151",
"140",
"163",
"140",
"178",
"141",
"192",
"165",
"194",
"172",
"167",
"199",
"185",
"187",
"174",
"222",
"191",
"180",
"163",
"174",
"201",
"180",
"188",
"188",
"177",
"173",
"167",
"176",
"176",
"176",
"180",
"166",
"143",
"149",
"150",
"144",
"143",
"151",
"146",
"132",
"144",
"134",
"120",
"125",
"105",
"108",
"77",
"88",
"94",
"80",
"72",
"99",
"92",
"96",
"76",
"95",
"76",
"92",
"76",
"103",
"76",
"92",
"90",
"94",
"91",
"82",
"69",
"71",
"81",
"94",
"79",
"58",
"82",
"83",
"67",
"77",
"62",
"68",
"67",
"74",
"76",
"62",
"61",
"66",
"70",
"60",
"59",
"59",
"77",
"74",
"67",
"73",
"76",
"69",
"85",
"76",
"86",
"94",
"71",
"91",
"94",
"101",
"91",
"79",
"105",
"98",
"108",
"96",
"111",
"97",
"99",
"82",
"92",
"83",
"81",
"87",
"73",
"88",
"72",
"65",
"61",
"57",
"69",
"61",
"51",
"48",
"51",
"39",
"51",
"43",
"31",
"27",
"30",
"31",
"28",
"13779",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Na, Ge, P , Ca, Fe, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NaKa         1.02     0.009",
"                      GeLa         1.21     0.256",
"                      P Ka         2.03     0.011",
"                      CaKa         3.72     0.186",
"                      CaKb         4.05     0.025",
"                      FeKa         6.44     0.020",
"                      GeKaESC      8.12     0.041",
"                      GeKa         9.92    11.520",
"                      GeKb        11.04     1.607",
"                      RuKa        19.24     0.075",
"                      ----        19.52     0.040",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   8.730 ug/cm2    -------- Flux       -------- --------",
"Na                       8.730 ug/cm2    -------- ********** -------- --------",
