"Sample    : ni_34680",
"81",
"67",
"71",
"55",
"43",
"41",
"47",
"46",
"53",
"34",
"51",
"60",
"43",
"48",
"46",
"43",
"60",
"41",
"46",
"59",
"54",
"44",
"61",
"49",
"51",
"46",
"58",
"65",
"56",
"57",
"59",
"72",
"57",
"63",
"61",
"66",
"68",
"64",
"55",
"51",
"75",
"80",
"90",
"73",
"61",
"70",
"75",
"71",
"72",
"76",
"76",
"82",
"65",
"59",
"82",
"71",
"76",
"80",
"88",
"94",
"84",
"68",
"78",
"95",
"79",
"61",
"58",
"75",
"90",
"65",
"89",
"82",
"80",
"87",
"90",
"68",
"81",
"56",
"65",
"63",
"60",
"62",
"64",
"63",
"67",
"58",
"68",
"71",
"66",
"62",
"51",
"73",
"57",
"61",
"64",
"77",
"69",
"63",
"81",
"79",
"60",
"60",
"64",
"90",
"78",
"71",
"79",
"85",
"66",
"71",
"89",
"75",
"81",
"71",
"96",
"95",
"84",
"74",
"88",
"100",
"104",
"78",
"118",
"95",
"99",
"104",
"97",
"122",
"118",
"122",
"130",
"148",
"133",
"128",
"131",
"133",
"129",
"149",
"189",
"186",
"178",
"193",
"230",
"258",
"316",
"409",
"539",
"699",
"940",
"1184",
"1737",
"2368",
"3195",
"3997",
"5473",
"6988",
"8858",
"10643",
"13335",
"15262",
"18707",
"20342",
"23551",
"25491",
"27752",
"27876",
"30054",
"30048",
"30621",
"28620",
"28399",
"25863",
"23915",
"20932",
"19205",
"16237",
"14091",
"11157",
"9423",
"7628",
"5982",
"4372",
"3472",
"2524",
"1927",
"1386",
"931",
"755",
"494",
"380",
"280",
"204",
"165",
"144",
"133",
"101",
"110",
"88",
"101",
"98",
"89",
"85",
"85",
"111",
"110",
"103",
"87",
"111",
"117",
"96",
"107",
"129",
"134",
"118",
"121",
"111",
"153",
"145",
"150",
"137",
"158",
"147",
"206",
"187",
"242",
"243",
"282",
"314",
"362",
"432",
"565",
"653",
"750",
"875",
"1151",
"1378",
"1665",
"1832",
"2213",
"2434",
"2863",
"2910",
"3335",
"3595",
"3820",
"3804",
"3874",
"3681",
"3777",
"3562",
"3520",
"3151",
"2955",
"2528",
"2269",
"1943",
"1687",
"1355",
"1187",
"936",
"763",
"579",
"467",
"376",
"320",
"203",
"203",
"146",
"122",
"98",
"90",
"66",
"75",
"81",
"67",
"67",
"77",
"75",
"69",
"71",
"72",
"62",
"87",
"75",
"63",
"70",
"85",
"76",
"71",
"60",
"64",
"51",
"68",
"54",
"52",
"64",
"51",
"66",
"63",
"58",
"60",
"56",
"46",
"48",
"42",
"42",
"51",
"49",
"36",
"59",
"53",
"43",
"43",
"43",
"51",
"54",
"44",
"57",
"43",
"31",
"44",
"58",
"41",
"56",
"49",
"49",
"38",
"41",
"46",
"48",
"45",
"60",
"37",
"52",
"36",
"43",
"48",
"52",
"55",
"43",
"46",
"42",
"57",
"54",
"59",
"56",
"58",
"60",
"56",
"51",
"42",
"46",
"48",
"54",
"50",
"52",
"46",
"59",
"60",
"45",
"61",
"65",
"53",
"56",
"54",
"46",
"57",
"50",
"53",
"48",
"64",
"56",
"59",
"54",
"53",
"50",
"67",
"61",
"76",
"67",
"63",
"64",
"79",
"58",
"53",
"66",
"62",
"70",
"56",
"46",
"54",
"55",
"57",
"53",
"45",
"65",
"57",
"66",
"53",
"67",
"62",
"55",
"48",
"54",
"52",
"56",
"42",
"35",
"45",
"52",
"50",
"54",
"48",
"41",
"62",
"55",
"52",
"63",
"61",
"44",
"58",
"49",
"49",
"47",
"53",
"47",
"52",
"51",
"47",
"55",
"46",
"38",
"47",
"45",
"44",
"44",
"54",
"44",
"45",
"42",
"42",
"52",
"42",
"52",
"64",
"46",
"36",
"42",
"50",
"50",
"46",
"55",
"46",
"51",
"39",
"50",
"57",
"37",
"47",
"46",
"48",
"30",
"56",
"54",
"50",
"46",
"54",
"41",
"55",
"47",
"47",
"42",
"42",
"50",
"55",
"46",
"54",
"60",
"50",
"41",
"42",
"45",
"34",
"53",
"54",
"49",
"50",
"36",
"30",
"52",
"39",
"48",
"50",
"60",
"58",
"58",
"45",
"45",
"47",
"60",
"51",
"45",
"47",
"51",
"41",
"43",
"42",
"51",
"45",
"42",
"48",
"44",
"47",
"60",
"50",
"57",
"49",
"43",
"46",
"46",
"49",
"50",
"41",
"61",
"42",
"66",
"53",
"50",
"42",
"40",
"57",
"35",
"50",
"53",
"44",
"52",
"60",
"49",
"53",
"47",
"42",
"48",
"47",
"44",
"53",
"43",
"68",
"58",
"42",
"31",
"44",
"50",
"42",
"46",
"48",
"48",
"55",
"42",
"39",
"47",
"38",
"37",
"53",
"48",
"53",
"40",
"54",
"38",
"47",
"46",
"56",
"42",
"39",
"51",
"42",
"39",
"47",
"47",
"55",
"50",
"43",
"45",
"30",
"51",
"56",
"39",
"49",
"39",
"58",
"41",
"50",
"41",
"46",
"48",
"50",
"43",
"37",
"33",
"52",
"50",
"46",
"41",
"37",
"35",
"52",
"40",
"33",
"41",
"57",
"28",
"43",
"39",
"42",
"47",
"44",
"53",
"39",
"56",
"43",
"37",
"45",
"38",
"47",
"49",
"39",
"29",
"50",
"39",
"45",
"45",
"36",
"51",
"58",
"40",
"46",
"46",
"48",
"35",
"46",
"50",
"52",
"48",
"44",
"45",
"45",
"47",
"47",
"31",
"37",
"35",
"43",
"37",
"45",
"39",
"33",
"36",
"49",
"38",
"39",
"43",
"47",
"36",
"42",
"55",
"48",
"34",
"40",
"52",
"47",
"51",
"47",
"39",
"51",
"36",
"50",
"48",
"44",
"47",
"49",
"42",
"48",
"45",
"33",
"43",
"50",
"50",
"51",
"40",
"40",
"38",
"56",
"52",
"38",
"45",
"46",
"48",
"51",
"45",
"41",
"40",
"42",
"38",
"46",
"40",
"37",
"58",
"34",
"30",
"45",
"41",
"54",
"46",
"32",
"50",
"46",
"45",
"45",
"37",
"43",
"42",
"38",
"42",
"49",
"46",
"58",
"40",
"51",
"42",
"41",
"41",
"40",
"46",
"36",
"36",
"47",
"42",
"43",
"42",
"54",
"47",
"46",
"44",
"47",
"42",
"52",
"39",
"53",
"49",
"56",
"43",
"33",
"30",
"48",
"45",
"39",
"34",
"51",
"41",
"32",
"41",
"47",
"39",
"52",
"34",
"37",
"32",
"36",
"40",
"41",
"37",
"44",
"37",
"36",
"30",
"33",
"46",
"37",
"31",
"51",
"41",
"38",
"49",
"34",
"36",
"43",
"34",
"37",
"32",
"40",
"40",
"34",
"35",
"30",
"41",
"37",
"36",
"36",
"35",
"40",
"33",
"44",
"41",
"40",
"45",
"40",
"27",
"48",
"55",
"45",
"39",
"35",
"36",
"46",
"32",
"43",
"40",
"33",
"30",
"47",
"49",
"46",
"37",
"29",
"43",
"44",
"43",
"49",
"39",
"40",
"34",
"46",
"38",
"39",
"41",
"33",
"33",
"35",
"36",
"31",
"39",
"30",
"36",
"32",
"41",
"49",
"31",
"36",
"36",
"36",
"28",
"34",
"32",
"35",
"31",
"35",
"43",
"39",
"26",
"35",
"29",
"38",
"31",
"31",
"49",
"45",
"36",
"43",
"27",
"39",
"44",
"38",
"35",
"32",
"37",
"44",
"49",
"32",
"32",
"45",
"41",
"34",
"31",
"31",
"38",
"42",
"38",
"36",
"44",
"40",
"31",
"31",
"34",
"36",
"48",
"30",
"42",
"52",
"43",
"47",
"59",
"45",
"43",
"51",
"55",
"51",
"64",
"85",
"79",
"51",
"77",
"60",
"75",
"63",
"74",
"90",
"75",
"89",
"67",
"82",
"60",
"75",
"70",
"68",
"77",
"48",
"60",
"58",
"67",
"57",
"57",
"48",
"50",
"47",
"41",
"38",
"43",
"45",
"43",
"37",
"39",
"38",
"30",
"29",
"37",
"28",
"34",
"39",
"30",
"34",
"32",
"31",
"32",
"28",
"29",
"28",
"37",
"36",
"37",
"32",
"45",
"39",
"32",
"45",
"29",
"31",
"33",
"26",
"35",
"27",
"37",
"27",
"35",
"31",
"40",
"33",
"40",
"47",
"31",
"45",
"40",
"42",
"39",
"35",
"46",
"41",
"34",
"37",
"42",
"48",
"37",
"46",
"50",
"44",
"43",
"31",
"44",
"50",
"50",
"36",
"51",
"41",
"33",
"48",
"48",
"41",
"48",
"41",
"38",
"33",
"31",
"32",
"40",
"35",
"39",
"41",
"32",
"34",
"43",
"42",
"41",
"31",
"38",
"32",
"26",
"27",
"39",
"30",
"44",
"36",
"37",
"26",
"28",
"25",
"27",
"39",
"33",
"32",
"28",
"31",
"28",
"32",
"36",
"35",
"30",
"36",
"34",
"22",
"34",
"28",
"26",
"34",
"35",
"39",
"29",
"30",
"31",
"26",
"30",
"30",
"46",
"44",
"31",
"31",
"33",
"38",
"29",
"30",
"33",
"26",
"28",
"38",
"42",
"23",
"35",
"30",
"41",
"26",
"28",
"35",
"22",
"28",
"38",
"29",
"29",
"37",
"33",
"27",
"33",
"30",
"39",
"43",
"29",
"31",
"28",
"38",
"27",
"31",
"19",
"35",
"23",
"24",
"24",
"25",
"33",
"37",
"35",
"27",
"37",
"30",
"31",
"25",
"35",
"28",
"27",
"23",
"29",
"39",
"28",
"36",
"27",
"31",
"31",
"33",
"28",
"35",
"20",
"28",
"25",
"23",
"29",
"32",
"36",
"26",
"31",
"33",
"38",
"26",
"39",
"28",
"29",
"26",
"39",
"31",
"27",
"36",
"27",
"31",
"35",
"25",
"32",
"31",
"25",
"22",
"40",
"35",
"28",
"36",
"39",
"27",
"27",
"20",
"30",
"31",
"31",
"31",
"26",
"33",
"34",
"24",
"24",
"28",
"35",
"28",
"29",
"29",
"27",
"35",
"24",
"23",
"27",
"28",
"34",
"27",
"30",
"34",
"33",
"33",
"22",
"33",
"26",
"37",
"36",
"24",
"37",
"33",
"27",
"29",
"30",
"28",
"30",
"23",
"36",
"24",
"33",
"31",
"27",
"30",
"32",
"28",
"35",
"28",
"31",
"30",
"26",
"24",
"29",
"32",
"28",
"35",
"36",
"31",
"26",
"16",
"33",
"37",
"34",
"27",
"34",
"31",
"42",
"36",
"31",
"38",
"34",
"42",
"37",
"39",
"38",
"32",
"34",
"34",
"39",
"33",
"37",
"43",
"35",
"35",
"28",
"41",
"37",
"40",
"49",
"44",
"35",
"41",
"53",
"32",
"34",
"39",
"38",
"23",
"45",
"43",
"46",
"47",
"32",
"43",
"46",
"44",
"40",
"49",
"53",
"43",
"45",
"57",
"51",
"46",
"37",
"52",
"54",
"42",
"59",
"50",
"44",
"62",
"54",
"50",
"60",
"51",
"49",
"76",
"62",
"58",
"75",
"52",
"68",
"70",
"70",
"93",
"84",
"94",
"85",
"70",
"96",
"99",
"74",
"107",
"116",
"102",
"103",
"128",
"117",
"119",
"132",
"112",
"132",
"134",
"138",
"132",
"150",
"139",
"174",
"173",
"180",
"178",
"171",
"175",
"194",
"181",
"167",
"174",
"182",
"186",
"191",
"189",
"194",
"212",
"190",
"194",
"223",
"222",
"234",
"229",
"211",
"210",
"201",
"205",
"209",
"206",
"212",
"185",
"181",
"179",
"179",
"173",
"180",
"174",
"137",
"161",
"142",
"160",
"133",
"141",
"118",
"143",
"113",
"120",
"128",
"103",
"108",
"91",
"113",
"112",
"102",
"99",
"84",
"83",
"75",
"65",
"80",
"99",
"61",
"58",
"68",
"56",
"61",
"53",
"51",
"57",
"46",
"54",
"54",
"51",
"42",
"45",
"63",
"41",
"52",
"46",
"61",
"45",
"47",
"44",
"60",
"57",
"53",
"50",
"55",
"45",
"47",
"51",
"79",
"63",
"59",
"85",
"72",
"80",
"86",
"104",
"102",
"92",
"80",
"91",
"102",
"120",
"93",
"88",
"127",
"123",
"117",
"99",
"130",
"113",
"89",
"99",
"117",
"94",
"90",
"93",
"97",
"69",
"75",
"78",
"62",
"72",
"74",
"55",
"62",
"52",
"43",
"41",
"49",
"51",
"34",
"43",
"39",
"31",
"29",
"33",
"31",
"51",
"30",
"34",
"33",
"22",
"29",
"14773",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ni, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NiLa         0.87     0.040",
"                      P Ka         2.00     0.019",
"                      CaKa         3.71     0.254",
"                      CaKb         4.03     0.030",
"                      NiKaESC      5.72     0.046",
"                      NiKa         7.48    16.931",
"                      NiKb         8.26     2.163",
"                      NiKaSUM     14.96     0.037",
"                      RhKaC       19.22     0.124",
"                      ----        19.45     0.049",
"                      RhKa        20.09     0.066",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
