"Sample    : fe_34677",
"62",
"74",
"114",
"129",
"207",
"235",
"287",
"357",
"439",
"520",
"621",
"598",
"686",
"634",
"659",
"573",
"581",
"477",
"421",
"376",
"286",
"224",
"176",
"136",
"92",
"83",
"76",
"54",
"48",
"42",
"38",
"58",
"47",
"41",
"41",
"49",
"56",
"70",
"59",
"57",
"73",
"79",
"90",
"98",
"84",
"96",
"109",
"104",
"87",
"98",
"73",
"71",
"64",
"53",
"59",
"34",
"37",
"31",
"26",
"24",
"18",
"22",
"24",
"19",
"24",
"24",
"24",
"25",
"24",
"28",
"21",
"21",
"31",
"29",
"38",
"36",
"25",
"20",
"24",
"40",
"23",
"24",
"38",
"28",
"30",
"33",
"33",
"32",
"35",
"42",
"32",
"47",
"42",
"45",
"56",
"51",
"44",
"75",
"68",
"71",
"90",
"81",
"114",
"124",
"171",
"148",
"175",
"173",
"174",
"157",
"170",
"149",
"142",
"144",
"119",
"104",
"126",
"85",
"78",
"58",
"62",
"48",
"52",
"44",
"45",
"31",
"34",
"42",
"39",
"29",
"31",
"34",
"37",
"35",
"35",
"44",
"35",
"48",
"34",
"37",
"32",
"46",
"35",
"41",
"33",
"36",
"48",
"36",
"41",
"37",
"47",
"35",
"40",
"48",
"55",
"45",
"46",
"39",
"34",
"44",
"54",
"46",
"48",
"48",
"56",
"61",
"64",
"55",
"64",
"60",
"70",
"65",
"75",
"69",
"92",
"83",
"76",
"73",
"75",
"74",
"61",
"62",
"71",
"73",
"71",
"87",
"81",
"81",
"84",
"79",
"98",
"76",
"84",
"61",
"81",
"71",
"75",
"68",
"66",
"66",
"60",
"68",
"80",
"65",
"59",
"82",
"77",
"54",
"56",
"65",
"56",
"57",
"68",
"55",
"62",
"58",
"58",
"64",
"75",
"50",
"76",
"61",
"69",
"73",
"63",
"73",
"78",
"66",
"80",
"70",
"85",
"78",
"69",
"103",
"96",
"97",
"98",
"85",
"86",
"103",
"86",
"114",
"95",
"105",
"89",
"105",
"99",
"119",
"125",
"123",
"133",
"141",
"145",
"122",
"168",
"173",
"184",
"186",
"206",
"190",
"253",
"305",
"352",
"437",
"552",
"781",
"1171",
"1555",
"2141",
"2866",
"4199",
"5462",
"7472",
"9208",
"12185",
"14937",
"18439",
"20702",
"24879",
"27655",
"31499",
"32391",
"37208",
"35737",
"37180",
"34642",
"34418",
"31724",
"30185",
"25695",
"23323",
"19770",
"17079",
"13015",
"10938",
"8417",
"6663",
"4714",
"3678",
"2588",
"1899",
"1240",
"946",
"638",
"481",
"313",
"296",
"179",
"182",
"145",
"146",
"128",
"149",
"153",
"150",
"133",
"139",
"117",
"151",
"132",
"135",
"147",
"154",
"148",
"194",
"177",
"184",
"169",
"210",
"211",
"298",
"315",
"411",
"448",
"602",
"749",
"948",
"1136",
"1356",
"1712",
"2074",
"2249",
"2803",
"3074",
"3581",
"3829",
"4176",
"4546",
"4730",
"4314",
"4531",
"4495",
"4396",
"3914",
"3724",
"3402",
"2992",
"2486",
"2207",
"1819",
"1482",
"1125",
"963",
"747",
"586",
"413",
"333",
"236",
"193",
"153",
"108",
"88",
"79",
"73",
"73",
"55",
"51",
"51",
"60",
"47",
"74",
"52",
"51",
"61",
"63",
"51",
"46",
"59",
"80",
"63",
"57",
"60",
"78",
"58",
"54",
"61",
"64",
"60",
"76",
"59",
"63",
"61",
"59",
"48",
"63",
"50",
"57",
"73",
"64",
"41",
"55",
"79",
"60",
"51",
"77",
"50",
"62",
"61",
"63",
"60",
"51",
"58",
"59",
"66",
"84",
"63",
"66",
"45",
"61",
"63",
"60",
"79",
"77",
"49",
"69",
"70",
"55",
"56",
"66",
"65",
"86",
"64",
"69",
"62",
"81",
"82",
"70",
"63",
"75",
"73",
"71",
"66",
"64",
"64",
"74",
"65",
"61",
"56",
"82",
"51",
"65",
"67",
"62",
"65",
"61",
"67",
"58",
"58",
"58",
"64",
"62",
"61",
"57",
"60",
"75",
"55",
"53",
"65",
"62",
"58",
"70",
"47",
"68",
"63",
"61",
"59",
"55",
"68",
"73",
"74",
"66",
"81",
"82",
"84",
"76",
"73",
"70",
"66",
"75",
"91",
"87",
"90",
"110",
"100",
"107",
"77",
"79",
"103",
"110",
"113",
"85",
"90",
"87",
"94",
"73",
"87",
"81",
"83",
"65",
"69",
"66",
"61",
"81",
"61",
"69",
"63",
"60",
"62",
"56",
"58",
"56",
"70",
"64",
"59",
"59",
"59",
"62",
"55",
"64",
"49",
"49",
"46",
"55",
"55",
"58",
"45",
"57",
"56",
"55",
"60",
"61",
"54",
"53",
"57",
"62",
"48",
"58",
"60",
"78",
"49",
"49",
"55",
"47",
"59",
"48",
"60",
"60",
"55",
"47",
"62",
"67",
"45",
"54",
"52",
"59",
"51",
"71",
"53",
"63",
"50",
"57",
"53",
"41",
"36",
"54",
"59",
"57",
"65",
"60",
"47",
"59",
"40",
"58",
"42",
"65",
"75",
"60",
"60",
"54",
"61",
"62",
"55",
"65",
"66",
"78",
"44",
"52",
"75",
"52",
"57",
"67",
"63",
"61",
"61",
"64",
"58",
"59",
"51",
"61",
"55",
"65",
"54",
"54",
"61",
"52",
"48",
"55",
"54",
"71",
"57",
"63",
"59",
"61",
"56",
"55",
"64",
"52",
"70",
"69",
"67",
"63",
"74",
"85",
"52",
"69",
"65",
"68",
"65",
"64",
"75",
"83",
"61",
"89",
"59",
"69",
"70",
"65",
"61",
"59",
"62",
"63",
"63",
"79",
"53",
"65",
"65",
"59",
"76",
"65",
"56",
"75",
"75",
"63",
"42",
"51",
"58",
"62",
"55",
"57",
"60",
"55",
"61",
"57",
"50",
"73",
"55",
"52",
"49",
"56",
"59",
"58",
"42",
"46",
"42",
"44",
"75",
"44",
"55",
"58",
"61",
"48",
"49",
"58",
"39",
"37",
"65",
"41",
"53",
"57",
"53",
"46",
"60",
"54",
"60",
"45",
"44",
"65",
"48",
"47",
"44",
"46",
"59",
"48",
"45",
"50",
"61",
"46",
"55",
"44",
"51",
"47",
"56",
"58",
"49",
"58",
"55",
"47",
"45",
"38",
"35",
"58",
"50",
"46",
"56",
"59",
"56",
"60",
"47",
"76",
"48",
"54",
"61",
"50",
"55",
"56",
"44",
"58",
"65",
"48",
"53",
"53",
"44",
"57",
"61",
"53",
"50",
"75",
"49",
"59",
"59",
"55",
"54",
"60",
"49",
"49",
"54",
"53",
"54",
"61",
"45",
"57",
"44",
"56",
"40",
"53",
"48",
"55",
"55",
"58",
"61",
"55",
"51",
"63",
"44",
"54",
"50",
"57",
"50",
"57",
"51",
"58",
"61",
"58",
"56",
"50",
"51",
"48",
"59",
"57",
"53",
"55",
"48",
"60",
"58",
"51",
"50",
"60",
"50",
"47",
"42",
"62",
"57",
"56",
"38",
"45",
"47",
"48",
"58",
"60",
"41",
"53",
"64",
"47",
"41",
"48",
"54",
"55",
"46",
"54",
"44",
"46",
"45",
"50",
"44",
"57",
"45",
"49",
"50",
"51",
"51",
"49",
"56",
"50",
"41",
"46",
"61",
"39",
"51",
"49",
"64",
"50",
"54",
"41",
"65",
"41",
"46",
"55",
"55",
"53",
"53",
"55",
"58",
"38",
"41",
"59",
"48",
"57",
"51",
"45",
"47",
"61",
"48",
"54",
"51",
"47",
"51",
"55",
"58",
"51",
"50",
"30",
"50",
"45",
"57",
"38",
"52",
"68",
"53",
"50",
"48",
"47",
"48",
"57",
"55",
"48",
"45",
"54",
"57",
"63",
"50",
"74",
"80",
"66",
"71",
"87",
"88",
"88",
"81",
"93",
"84",
"103",
"93",
"102",
"104",
"93",
"88",
"104",
"117",
"104",
"97",
"115",
"99",
"100",
"97",
"97",
"83",
"94",
"79",
"75",
"75",
"71",
"64",
"66",
"49",
"40",
"42",
"46",
"42",
"54",
"57",
"59",
"50",
"56",
"52",
"44",
"34",
"44",
"35",
"36",
"48",
"39",
"38",
"49",
"66",
"38",
"50",
"53",
"61",
"46",
"40",
"54",
"36",
"47",
"54",
"49",
"50",
"52",
"49",
"52",
"42",
"64",
"61",
"56",
"55",
"67",
"54",
"68",
"61",
"52",
"66",
"73",
"58",
"75",
"65",
"77",
"63",
"52",
"67",
"64",
"48",
"54",
"54",
"49",
"66",
"62",
"57",
"59",
"42",
"44",
"52",
"60",
"45",
"35",
"55",
"47",
"50",
"50",
"49",
"42",
"36",
"42",
"40",
"41",
"49",
"39",
"46",
"45",
"51",
"45",
"42",
"36",
"44",
"42",
"41",
"47",
"38",
"47",
"46",
"39",
"53",
"54",
"47",
"45",
"44",
"50",
"50",
"46",
"37",
"47",
"36",
"45",
"42",
"48",
"54",
"50",
"54",
"37",
"54",
"48",
"47",
"46",
"52",
"48",
"41",
"42",
"35",
"50",
"40",
"41",
"38",
"32",
"46",
"57",
"44",
"46",
"38",
"54",
"47",
"47",
"48",
"36",
"44",
"40",
"40",
"48",
"39",
"42",
"35",
"45",
"42",
"37",
"39",
"41",
"38",
"39",
"35",
"47",
"47",
"50",
"44",
"56",
"39",
"35",
"32",
"39",
"47",
"33",
"41",
"41",
"44",
"50",
"35",
"58",
"33",
"46",
"51",
"56",
"42",
"34",
"33",
"44",
"34",
"55",
"41",
"40",
"38",
"38",
"41",
"34",
"49",
"52",
"41",
"35",
"37",
"48",
"41",
"50",
"59",
"47",
"44",
"49",
"36",
"26",
"31",
"32",
"50",
"39",
"50",
"42",
"50",
"40",
"30",
"52",
"36",
"50",
"37",
"51",
"50",
"34",
"35",
"44",
"37",
"42",
"45",
"36",
"33",
"36",
"37",
"41",
"41",
"41",
"46",
"39",
"31",
"32",
"44",
"36",
"38",
"34",
"47",
"34",
"34",
"41",
"25",
"32",
"36",
"45",
"40",
"49",
"37",
"45",
"31",
"44",
"33",
"38",
"45",
"33",
"42",
"45",
"37",
"39",
"40",
"38",
"35",
"34",
"33",
"22",
"31",
"35",
"36",
"38",
"39",
"34",
"35",
"52",
"32",
"48",
"35",
"35",
"33",
"35",
"44",
"45",
"37",
"42",
"30",
"41",
"40",
"39",
"33",
"22",
"36",
"38",
"41",
"38",
"39",
"32",
"44",
"31",
"44",
"33",
"31",
"31",
"27",
"51",
"45",
"30",
"37",
"41",
"44",
"37",
"38",
"36",
"39",
"35",
"38",
"51",
"47",
"25",
"37",
"39",
"28",
"25",
"32",
"33",
"36",
"41",
"45",
"47",
"41",
"34",
"27",
"32",
"37",
"31",
"38",
"46",
"25",
"35",
"26",
"38",
"26",
"29",
"33",
"27",
"32",
"39",
"39",
"37",
"32",
"33",
"35",
"40",
"35",
"32",
"36",
"35",
"31",
"30",
"47",
"39",
"31",
"36",
"37",
"45",
"36",
"39",
"31",
"37",
"44",
"38",
"42",
"42",
"38",
"36",
"34",
"30",
"36",
"41",
"37",
"47",
"32",
"35",
"39",
"36",
"31",
"37",
"35",
"35",
"34",
"36",
"37",
"46",
"45",
"39",
"29",
"49",
"36",
"40",
"45",
"45",
"40",
"37",
"28",
"31",
"42",
"41",
"31",
"44",
"46",
"41",
"42",
"26",
"32",
"42",
"35",
"34",
"36",
"40",
"37",
"36",
"30",
"28",
"30",
"40",
"33",
"33",
"39",
"24",
"38",
"38",
"33",
"36",
"41",
"27",
"31",
"44",
"38",
"29",
"41",
"38",
"27",
"41",
"44",
"38",
"30",
"29",
"29",
"45",
"34",
"37",
"27",
"34",
"29",
"33",
"26",
"31",
"34",
"39",
"35",
"38",
"34",
"24",
"38",
"30",
"30",
"29",
"31",
"42",
"31",
"28",
"38",
"37",
"54",
"37",
"40",
"21",
"44",
"27",
"39",
"34",
"32",
"29",
"29",
"33",
"28",
"27",
"32",
"34",
"32",
"36",
"48",
"54",
"34",
"42",
"46",
"40",
"44",
"38",
"34",
"41",
"34",
"29",
"34",
"32",
"39",
"33",
"35",
"29",
"35",
"44",
"39",
"44",
"45",
"36",
"37",
"38",
"40",
"41",
"35",
"41",
"34",
"35",
"32",
"40",
"40",
"44",
"33",
"39",
"44",
"42",
"38",
"34",
"32",
"37",
"34",
"34",
"38",
"41",
"30",
"32",
"29",
"40",
"46",
"51",
"41",
"42",
"59",
"57",
"47",
"54",
"47",
"52",
"44",
"66",
"45",
"40",
"48",
"48",
"66",
"60",
"50",
"74",
"51",
"56",
"59",
"59",
"53",
"64",
"46",
"51",
"68",
"62",
"67",
"68",
"82",
"76",
"80",
"79",
"73",
"74",
"85",
"86",
"86",
"90",
"90",
"115",
"115",
"103",
"114",
"92",
"113",
"138",
"119",
"123",
"111",
"132",
"138",
"161",
"176",
"162",
"175",
"168",
"189",
"175",
"184",
"213",
"180",
"199",
"208",
"202",
"208",
"215",
"229",
"204",
"212",
"258",
"214",
"250",
"237",
"235",
"211",
"207",
"280",
"255",
"259",
"240",
"224",
"214",
"255",
"229",
"202",
"211",
"242",
"220",
"222",
"189",
"186",
"202",
"211",
"198",
"180",
"186",
"199",
"196",
"177",
"162",
"172",
"177",
"131",
"165",
"149",
"124",
"137",
"132",
"125",
"109",
"106",
"95",
"94",
"102",
"107",
"76",
"92",
"81",
"63",
"73",
"81",
"69",
"62",
"75",
"55",
"62",
"61",
"65",
"59",
"64",
"64",
"45",
"53",
"53",
"58",
"48",
"64",
"59",
"51",
"47",
"52",
"65",
"58",
"71",
"79",
"57",
"63",
"61",
"70",
"67",
"78",
"81",
"99",
"112",
"85",
"104",
"110",
"99",
"98",
"112",
"114",
"118",
"116",
"123",
"124",
"112",
"80",
"131",
"111",
"111",
"120",
"128",
"128",
"113",
"92",
"107",
"103",
"88",
"86",
"86",
"88",
"79",
"74",
"69",
"70",
"61",
"58",
"63",
"66",
"47",
"49",
"33",
"36",
"36",
"40",
"23",
"39",
"28",
"31",
"33",
"30",
"33",
"28",
"16746",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Fe, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.02     0.017",
"                      CaKa         3.70     0.268",
"                      CaKb         4.03     0.036",
"                      FeKaESC      4.64     0.064",
"                      FeKa         6.40    17.702",
"                      FeKb         7.05     2.212",
"                      FeKaSUM     12.87     0.037",
"                      RhKaC       19.21     0.132",
"                      ----        19.49     0.043",
"                      RhKa        20.15     0.060",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
