"Sample    : cu_34681",
"22",
"25",
"28",
"15",
"25",
"40",
"32",
"22",
"24",
"17",
"24",
"21",
"17",
"13",
"27",
"21",
"27",
"25",
"24",
"16",
"12",
"29",
"21",
"18",
"23",
"31",
"33",
"18",
"28",
"19",
"24",
"26",
"28",
"21",
"22",
"28",
"23",
"21",
"20",
"24",
"31",
"24",
"23",
"34",
"22",
"23",
"28",
"20",
"30",
"24",
"26",
"23",
"29",
"22",
"39",
"26",
"24",
"24",
"30",
"25",
"31",
"28",
"31",
"29",
"33",
"27",
"26",
"23",
"32",
"30",
"35",
"30",
"28",
"34",
"42",
"30",
"34",
"31",
"35",
"29",
"35",
"36",
"26",
"32",
"31",
"30",
"31",
"34",
"27",
"31",
"34",
"34",
"36",
"36",
"31",
"29",
"38",
"42",
"34",
"23",
"32",
"31",
"41",
"38",
"40",
"33",
"54",
"28",
"32",
"36",
"36",
"44",
"43",
"46",
"43",
"48",
"38",
"34",
"57",
"45",
"55",
"43",
"55",
"51",
"46",
"49",
"66",
"55",
"51",
"49",
"60",
"61",
"50",
"48",
"71",
"42",
"60",
"50",
"77",
"57",
"70",
"55",
"69",
"76",
"59",
"69",
"74",
"70",
"82",
"88",
"84",
"92",
"110",
"99",
"99",
"120",
"133",
"100",
"130",
"111",
"120",
"128",
"118",
"104",
"112",
"93",
"110",
"112",
"87",
"91",
"86",
"62",
"80",
"73",
"72",
"87",
"74",
"70",
"79",
"46",
"51",
"57",
"54",
"71",
"68",
"61",
"56",
"72",
"72",
"81",
"55",
"47",
"76",
"72",
"67",
"63",
"53",
"74",
"74",
"61",
"67",
"54",
"79",
"66",
"67",
"85",
"74",
"69",
"76",
"77",
"59",
"59",
"76",
"60",
"85",
"93",
"79",
"94",
"81",
"68",
"102",
"70",
"88",
"108",
"69",
"73",
"99",
"80",
"84",
"64",
"83",
"73",
"100",
"78",
"86",
"100",
"92",
"81",
"93",
"78",
"101",
"88",
"89",
"80",
"102",
"88",
"86",
"80",
"94",
"90",
"84",
"85",
"83",
"75",
"86",
"75",
"67",
"82",
"80",
"88",
"67",
"89",
"84",
"84",
"96",
"83",
"70",
"67",
"89",
"81",
"93",
"92",
"92",
"68",
"82",
"90",
"96",
"96",
"107",
"85",
"88",
"93",
"82",
"97",
"87",
"90",
"103",
"84",
"109",
"114",
"95",
"118",
"92",
"114",
"116",
"124",
"114",
"131",
"136",
"123",
"127",
"143",
"145",
"148",
"171",
"146",
"161",
"201",
"215",
"238",
"324",
"362",
"514",
"620",
"885",
"1165",
"1628",
"2225",
"2957",
"3665",
"4836",
"6299",
"8221",
"9462",
"11842",
"13979",
"16941",
"18547",
"21635",
"23680",
"26325",
"26460",
"29199",
"29307",
"30886",
"28492",
"29316",
"27329",
"26404",
"23226",
"21486",
"18878",
"17061",
"14140",
"12396",
"9892",
"8253",
"6268",
"5132",
"3896",
"3011",
"2183",
"1639",
"1136",
"860",
"580",
"495",
"340",
"279",
"231",
"196",
"144",
"152",
"127",
"117",
"113",
"112",
"101",
"83",
"94",
"120",
"92",
"97",
"113",
"99",
"107",
"113",
"112",
"112",
"119",
"97",
"115",
"121",
"138",
"113",
"126",
"157",
"147",
"129",
"148",
"158",
"170",
"192",
"188",
"186",
"201",
"190",
"232",
"277",
"254",
"308",
"356",
"394",
"447",
"576",
"736",
"824",
"1014",
"1181",
"1507",
"1780",
"1956",
"2324",
"2541",
"2835",
"3031",
"3337",
"3582",
"3813",
"3689",
"3940",
"3755",
"3995",
"3648",
"3648",
"3323",
"3089",
"2625",
"2443",
"2056",
"1838",
"1591",
"1324",
"1136",
"887",
"758",
"567",
"446",
"381",
"280",
"233",
"193",
"141",
"134",
"114",
"94",
"81",
"74",
"63",
"71",
"82",
"74",
"69",
"73",
"67",
"71",
"74",
"72",
"75",
"82",
"79",
"79",
"79",
"62",
"77",
"97",
"77",
"71",
"75",
"86",
"70",
"75",
"81",
"88",
"80",
"69",
"76",
"79",
"75",
"75",
"66",
"75",
"66",
"52",
"68",
"76",
"69",
"76",
"78",
"70",
"59",
"70",
"71",
"51",
"74",
"54",
"69",
"62",
"55",
"64",
"48",
"54",
"56",
"64",
"50",
"56",
"78",
"46",
"56",
"60",
"58",
"53",
"45",
"53",
"50",
"59",
"50",
"75",
"54",
"43",
"50",
"49",
"58",
"46",
"68",
"56",
"54",
"67",
"57",
"66",
"58",
"46",
"55",
"48",
"59",
"54",
"56",
"53",
"54",
"45",
"44",
"64",
"46",
"67",
"56",
"50",
"47",
"46",
"48",
"42",
"50",
"44",
"51",
"54",
"55",
"54",
"67",
"48",
"61",
"47",
"54",
"56",
"48",
"45",
"39",
"56",
"56",
"58",
"61",
"55",
"49",
"51",
"58",
"52",
"50",
"56",
"61",
"50",
"47",
"55",
"56",
"56",
"55",
"51",
"57",
"59",
"49",
"50",
"49",
"55",
"62",
"53",
"48",
"52",
"74",
"44",
"61",
"51",
"60",
"50",
"54",
"45",
"74",
"38",
"44",
"59",
"37",
"60",
"45",
"61",
"42",
"67",
"60",
"59",
"55",
"63",
"57",
"59",
"55",
"45",
"66",
"57",
"64",
"54",
"61",
"58",
"59",
"55",
"58",
"54",
"52",
"43",
"58",
"47",
"51",
"49",
"56",
"38",
"45",
"61",
"60",
"58",
"57",
"44",
"64",
"43",
"51",
"64",
"63",
"51",
"63",
"52",
"51",
"46",
"51",
"61",
"42",
"59",
"57",
"52",
"43",
"55",
"62",
"60",
"38",
"61",
"51",
"53",
"42",
"51",
"48",
"45",
"62",
"62",
"40",
"49",
"49",
"55",
"49",
"50",
"58",
"43",
"48",
"52",
"46",
"49",
"60",
"53",
"49",
"45",
"45",
"46",
"50",
"55",
"49",
"46",
"54",
"47",
"66",
"64",
"49",
"45",
"42",
"41",
"53",
"45",
"53",
"57",
"53",
"52",
"57",
"59",
"49",
"47",
"50",
"47",
"53",
"55",
"38",
"50",
"42",
"56",
"46",
"51",
"49",
"41",
"50",
"49",
"50",
"48",
"57",
"39",
"67",
"49",
"41",
"54",
"52",
"42",
"48",
"44",
"47",
"49",
"33",
"61",
"51",
"41",
"47",
"50",
"46",
"49",
"56",
"51",
"40",
"43",
"50",
"53",
"53",
"55",
"49",
"41",
"51",
"53",
"51",
"51",
"50",
"49",
"50",
"42",
"37",
"57",
"53",
"51",
"48",
"49",
"47",
"52",
"54",
"61",
"60",
"45",
"54",
"42",
"60",
"42",
"51",
"57",
"35",
"48",
"56",
"44",
"47",
"50",
"46",
"53",
"52",
"50",
"64",
"48",
"61",
"37",
"43",
"61",
"62",
"43",
"52",
"51",
"40",
"46",
"40",
"55",
"54",
"60",
"47",
"43",
"55",
"40",
"58",
"46",
"54",
"61",
"42",
"39",
"45",
"51",
"49",
"41",
"40",
"40",
"55",
"35",
"60",
"40",
"33",
"54",
"47",
"58",
"44",
"45",
"55",
"49",
"48",
"48",
"46",
"27",
"37",
"49",
"46",
"47",
"40",
"47",
"38",
"43",
"44",
"56",
"39",
"52",
"56",
"41",
"44",
"40",
"53",
"59",
"43",
"48",
"47",
"48",
"55",
"41",
"34",
"47",
"45",
"37",
"50",
"40",
"52",
"55",
"37",
"42",
"55",
"33",
"43",
"36",
"40",
"38",
"47",
"38",
"29",
"44",
"53",
"44",
"47",
"52",
"55",
"49",
"45",
"48",
"31",
"54",
"50",
"41",
"49",
"46",
"54",
"47",
"47",
"41",
"51",
"40",
"43",
"48",
"40",
"37",
"32",
"56",
"48",
"40",
"48",
"40",
"37",
"36",
"46",
"39",
"44",
"37",
"34",
"47",
"41",
"50",
"38",
"36",
"39",
"49",
"36",
"44",
"49",
"33",
"35",
"41",
"44",
"30",
"47",
"43",
"39",
"41",
"48",
"40",
"52",
"36",
"49",
"38",
"29",
"53",
"35",
"34",
"40",
"35",
"40",
"33",
"52",
"31",
"33",
"42",
"34",
"29",
"43",
"32",
"26",
"35",
"31",
"41",
"38",
"45",
"33",
"40",
"44",
"29",
"43",
"54",
"34",
"40",
"38",
"39",
"33",
"36",
"50",
"31",
"40",
"44",
"47",
"39",
"34",
"35",
"30",
"44",
"34",
"39",
"39",
"42",
"46",
"37",
"26",
"43",
"35",
"37",
"39",
"43",
"44",
"41",
"39",
"39",
"48",
"41",
"42",
"42",
"22",
"46",
"39",
"26",
"36",
"47",
"34",
"32",
"31",
"38",
"28",
"51",
"40",
"40",
"32",
"42",
"47",
"36",
"32",
"43",
"31",
"44",
"37",
"40",
"37",
"47",
"48",
"46",
"37",
"40",
"40",
"40",
"37",
"43",
"36",
"41",
"34",
"48",
"38",
"19",
"48",
"43",
"41",
"43",
"44",
"40",
"50",
"22",
"45",
"37",
"27",
"37",
"36",
"33",
"38",
"34",
"41",
"37",
"31",
"49",
"44",
"32",
"43",
"34",
"39",
"38",
"34",
"31",
"37",
"34",
"29",
"38",
"40",
"45",
"41",
"32",
"40",
"38",
"36",
"33",
"39",
"30",
"38",
"51",
"33",
"28",
"31",
"37",
"42",
"24",
"28",
"36",
"31",
"39",
"27",
"33",
"41",
"37",
"38",
"37",
"30",
"31",
"46",
"38",
"50",
"51",
"43",
"50",
"56",
"60",
"46",
"59",
"67",
"51",
"60",
"62",
"74",
"61",
"71",
"74",
"75",
"73",
"70",
"90",
"75",
"85",
"80",
"86",
"80",
"79",
"75",
"73",
"85",
"85",
"58",
"68",
"72",
"57",
"62",
"46",
"55",
"41",
"50",
"59",
"52",
"52",
"39",
"58",
"42",
"33",
"48",
"45",
"31",
"27",
"53",
"34",
"45",
"35",
"36",
"31",
"42",
"30",
"30",
"37",
"32",
"28",
"42",
"27",
"42",
"35",
"26",
"38",
"48",
"33",
"35",
"32",
"35",
"36",
"38",
"36",
"35",
"41",
"31",
"36",
"33",
"42",
"46",
"39",
"42",
"33",
"30",
"41",
"39",
"41",
"45",
"31",
"36",
"43",
"43",
"42",
"36",
"32",
"41",
"47",
"39",
"33",
"38",
"37",
"46",
"43",
"45",
"47",
"53",
"32",
"48",
"50",
"45",
"41",
"50",
"42",
"43",
"39",
"31",
"46",
"49",
"40",
"29",
"33",
"52",
"31",
"35",
"36",
"34",
"36",
"25",
"34",
"37",
"22",
"31",
"34",
"37",
"32",
"36",
"33",
"38",
"36",
"33",
"34",
"36",
"30",
"29",
"43",
"29",
"37",
"31",
"28",
"33",
"33",
"38",
"39",
"22",
"38",
"29",
"33",
"38",
"34",
"28",
"33",
"38",
"33",
"30",
"36",
"37",
"35",
"28",
"34",
"31",
"32",
"38",
"33",
"35",
"44",
"33",
"27",
"20",
"36",
"28",
"30",
"36",
"34",
"32",
"33",
"30",
"33",
"28",
"34",
"32",
"30",
"32",
"29",
"30",
"34",
"29",
"44",
"42",
"40",
"31",
"34",
"43",
"23",
"38",
"41",
"43",
"44",
"32",
"34",
"25",
"41",
"35",
"28",
"33",
"29",
"30",
"39",
"41",
"40",
"26",
"35",
"38",
"30",
"30",
"37",
"44",
"37",
"39",
"37",
"47",
"34",
"27",
"41",
"36",
"43",
"44",
"49",
"41",
"37",
"49",
"35",
"38",
"47",
"41",
"40",
"44",
"43",
"45",
"51",
"53",
"40",
"52",
"26",
"51",
"35",
"37",
"42",
"52",
"40",
"24",
"42",
"40",
"56",
"45",
"44",
"38",
"59",
"47",
"48",
"57",
"60",
"53",
"63",
"51",
"64",
"64",
"58",
"78",
"67",
"64",
"52",
"76",
"54",
"94",
"68",
"64",
"79",
"83",
"99",
"114",
"114",
"96",
"119",
"100",
"110",
"99",
"136",
"107",
"127",
"125",
"124",
"144",
"110",
"138",
"150",
"162",
"151",
"149",
"170",
"181",
"163",
"185",
"184",
"197",
"189",
"190",
"166",
"239",
"232",
"214",
"207",
"228",
"228",
"208",
"221",
"215",
"209",
"221",
"244",
"223",
"246",
"232",
"235",
"252",
"226",
"219",
"240",
"241",
"206",
"200",
"190",
"206",
"184",
"198",
"194",
"191",
"180",
"168",
"158",
"188",
"142",
"144",
"153",
"141",
"120",
"141",
"126",
"139",
"115",
"104",
"100",
"108",
"109",
"86",
"95",
"90",
"95",
"85",
"88",
"71",
"64",
"76",
"74",
"71",
"62",
"64",
"62",
"67",
"71",
"43",
"48",
"67",
"58",
"52",
"54",
"44",
"52",
"67",
"48",
"58",
"40",
"45",
"50",
"50",
"39",
"57",
"62",
"63",
"55",
"61",
"72",
"78",
"71",
"74",
"91",
"91",
"91",
"73",
"82",
"112",
"106",
"104",
"111",
"93",
"120",
"120",
"119",
"107",
"119",
"101",
"123",
"126",
"91",
"119",
"123",
"109",
"97",
"97",
"81",
"90",
"89",
"98",
"81",
"93",
"53",
"73",
"76",
"63",
"50",
"42",
"57",
"53",
"43",
"41",
"45",
"33",
"38",
"27",
"30",
"32",
"38",
"33",
"39",
"31",
"25",
"16394",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.96     0.074",
"                      P Ka         2.00     0.018",
"                      CaKa         3.70     0.267",
"                      CaKb         4.04     0.034",
"                      CuKaESC      6.30     0.032",
"                      CuKa         8.04    15.328",
"                      CuKb         8.92     2.016",
"                      CuKaSUM     16.11     0.032",
"                      RhKaC       19.25     0.115",
"                      ----        19.48     0.048",
"                      RhKa        20.07     0.055",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
